RecordedDate,Experiment,Frage,Rep_Zu,Sicherheit,value,response,ID
2022-11-04T06:56:08Z,E2,F5,R,S,Option 1: Coupon für USA-Reise von 500 CHF,Option1,hJJ5PNbkKl
2022-11-04T06:56:08Z,E1,F3,Z,S,Option 2: Sie erhalten einen Geldbetrag von 10'000 CHF,Geld,hJJ5PNbkKl
2022-11-04T06:56:08Z,E2,F10,Z,S,Option 2: Ihre Steuern werden von jemanden übernommen,Geld,hJJ5PNbkKl
2022-11-04T06:56:43Z,E1,F2,R,U,Option 2: Eine Chance von 1% auf 500 CHF,Geld,REzI0Jgvwd
2022-11-04T06:56:43Z,E1,F4,Z,U,Option 1: Sie können mit einer Chance von 1% einen Ihren liebsten Momente wieder erleben,Option1,REzI0Jgvwd
2022-11-04T08:28:07Z,E1,F2,R,U,Option 2: Eine Chance von 1% auf 500 CHF,Geld,GUP7sJDTvJ
2022-11-04T08:28:07Z,E1,F4,Z,U,Option 1: Sie können mit einer Chance von 1% einen Ihren liebsten Momente wieder erleben,Option1,GUP7sJDTvJ
2022-11-04T08:57:13Z,E1,F1,R,S,Option 2: 500 CHF,Geld,Qf2eDTu34K
2022-11-04T08:57:13Z,E2,F5,R,S,Option 1: Coupon für USA-Reise von 500 CHF,Option1,Qf2eDTu34K
2022-11-04T08:57:13Z,E1,F3,Z,S,Option 2: Sie erhalten einen Geldbetrag von 10'000 CHF,Geld,Qf2eDTu34K
2022-11-04T08:57:13Z,E2,F10,Z,S,Option 2: Ihre Steuern werden von jemanden übernommen,Geld,Qf2eDTu34K
2022-11-04T09:10:48Z,E1,F1,R,S,Option 1 : Ein Meet and Greet mit Ihrem Idol,Option1,QruZNer0ME
2022-11-04T09:10:48Z,E2,F5,R,S,Option 1: Coupon für USA-Reise von 500 CHF,Option1,QruZNer0ME
2022-11-04T09:10:48Z,E1,F3,Z,S,Option 1: Sie können einen Ihrer liebsten Momente wieder erleben,Option1,QruZNer0ME
2022-11-04T09:10:48Z,E2,F10,Z,S,Option 1: Ausverkauftes Konzert ihres Lieblingsmusikers,Option1,QruZNer0ME
2022-11-04T09:42:02Z,E1,F2,R,U,Option 2: Eine Chance von 1% auf 500 CHF,Geld,oxxP3uaZGr
2022-11-04T09:42:02Z,E1,F4,Z,U,Option 2: Sie erhalten mit einer Chance von 1% einen Geldbetrag von 10'000 CHF,Geld,oxxP3uaZGr
2022-11-04T14:14:24Z,E1,F1,R,S,Option 2: 500 CHF,Geld,CRSHyr3t48
2022-11-04T14:14:24Z,E2,F5,R,S,Option 2: Coupon für Semestergebühren von 500 CHF,Geld,CRSHyr3t48
2022-11-04T14:14:24Z,E1,F3,Z,S,Option 1: Sie können einen Ihrer liebsten Momente wieder erleben,Option1,CRSHyr3t48
2022-11-04T14:14:24Z,E2,F10,Z,S,Option 2: Ihre Steuern werden von jemanden übernommen,Geld,CRSHyr3t48
2022-11-04T15:40:45Z,E1,F2,R,U,Option 2: Eine Chance von 1% auf 500 CHF,Geld,R9Hw9dZCLN
2022-11-04T15:40:45Z,E1,F4,Z,U,Option 1: Sie können mit einer Chance von 1% einen Ihren liebsten Momente wieder erleben,Option1,R9Hw9dZCLN
2022-11-05T11:50:25Z,E1,F1,R,S,Option 1 : Ein Meet and Greet mit Ihrem Idol,Option1,S35lMTGWhO
2022-11-05T11:50:25Z,E2,F5,R,S,Option 1: Coupon für USA-Reise von 500 CHF,Option1,S35lMTGWhO
2022-11-05T11:50:25Z,E1,F3,Z,S,Option 1: Sie können einen Ihrer liebsten Momente wieder erleben,Option1,S35lMTGWhO
2022-11-05T11:50:25Z,E2,F10,Z,S,Option 1: Ausverkauftes Konzert ihres Lieblingsmusikers,Option1,S35lMTGWhO
2022-11-06T10:27:13Z,E1,F2,R,U,Option 2: Eine Chance von 1% auf 500 CHF,Geld,QI4YOSi6b7
2022-11-06T10:27:13Z,E1,F4,Z,U,Option 2: Sie erhalten mit einer Chance von 1% einen Geldbetrag von 10'000 CHF,Geld,QI4YOSi6b7
2022-11-06T10:33:40Z,E1,F2,R,U,Option 2: Eine Chance von 1% auf 500 CHF,Geld,zjrNfsskIR
2022-11-06T10:33:40Z,E1,F4,Z,U,Option 2: Sie erhalten mit einer Chance von 1% einen Geldbetrag von 10'000 CHF,Geld,zjrNfsskIR
2022-11-06T13:47:10Z,E1,F1,R,S,Option 2: 500 CHF,Geld,KBmAHnqzkK
2022-11-06T13:47:10Z,E2,F5,R,S,Option 1: Coupon für USA-Reise von 500 CHF,Option1,KBmAHnqzkK
2022-11-06T13:47:10Z,E1,F3,Z,S,Option 2: Sie erhalten einen Geldbetrag von 10'000 CHF,Geld,KBmAHnqzkK
2022-11-06T13:47:10Z,E2,F10,Z,S,Option 2: Ihre Steuern werden von jemanden übernommen,Geld,KBmAHnqzkK
2022-11-06T14:19:39Z,E1,F2,R,U,Option 1: Eine Chance von 1% auf ein Meet and Greet mit Ihrem Idol,Option1,3EQ8RAcCYK
2022-11-06T14:19:39Z,E1,F4,Z,U,Option 1: Sie können mit einer Chance von 1% einen Ihren liebsten Momente wieder erleben,Option1,3EQ8RAcCYK
2022-11-06T21:00:12Z,E1,F1,R,S,Option 2: 500 CHF,Geld,esIKa1W0l0
2022-11-06T21:00:12Z,E2,F5,R,S,Option 1: Coupon für USA-Reise von 500 CHF,Option1,esIKa1W0l0
2022-11-06T21:00:12Z,E1,F3,Z,S,Option 2: Sie erhalten einen Geldbetrag von 10'000 CHF,Geld,esIKa1W0l0
2022-11-06T21:00:12Z,E2,F10,Z,S,Option 2: Ihre Steuern werden von jemanden übernommen,Geld,esIKa1W0l0
2022-11-07T13:52:02Z,E1,F2,R,U,Option 1: Eine Chance von 1% auf ein Meet and Greet mit Ihrem Idol,Option1,cm4NR0Grt9
2022-11-07T13:52:02Z,E1,F4,Z,U,Option 1: Sie können mit einer Chance von 1% einen Ihren liebsten Momente wieder erleben,Option1,cm4NR0Grt9
2022-11-07T14:13:39Z,E1,F1,R,S,Option 2: 500 CHF,Geld,8XLKFtQKZD
2022-11-07T14:13:39Z,E2,F5,R,S,Option 2: Coupon für Semestergebühren von 500 CHF,Geld,8XLKFtQKZD
2022-11-07T14:13:39Z,E1,F3,Z,S,Option 2: Sie erhalten einen Geldbetrag von 10'000 CHF,Geld,8XLKFtQKZD
2022-11-07T14:13:39Z,E2,F10,Z,S,Option 2: Ihre Steuern werden von jemanden übernommen,Geld,8XLKFtQKZD
2022-11-07T14:22:45Z,E1,F2,R,U,Option 1: Eine Chance von 1% auf ein Meet and Greet mit Ihrem Idol,Option1,IHK6LlEjn9
2022-11-07T14:22:45Z,E1,F4,Z,U,Option 1: Sie können mit einer Chance von 1% einen Ihren liebsten Momente wieder erleben,Option1,IHK6LlEjn9
2022-11-07T14:24:07Z,E1,F1,R,S,Option 2: 500 CHF,Geld,nP9oJbuqqD
2022-11-07T14:24:07Z,E2,F5,R,S,Option 1: Coupon für USA-Reise von 500 CHF,Option1,nP9oJbuqqD
2022-11-07T14:24:07Z,E1,F3,Z,S,Option 2: Sie erhalten einen Geldbetrag von 10'000 CHF,Geld,nP9oJbuqqD
2022-11-07T14:24:07Z,E2,F10,Z,S,Option 2: Ihre Steuern werden von jemanden übernommen,Geld,nP9oJbuqqD
2022-11-07T14:25:09Z,E1,F2,R,U,Option 1: Eine Chance von 1% auf ein Meet and Greet mit Ihrem Idol,Option1,LCvvkifZW9
2022-11-07T14:25:09Z,E1,F4,Z,U,Option 1: Sie können mit einer Chance von 1% einen Ihren liebsten Momente wieder erleben,Option1,LCvvkifZW9
2022-11-07T14:29:20Z,E1,F1,R,S,Option 1 : Ein Meet and Greet mit Ihrem Idol,Option1,kUi40eGW5p
2022-11-07T14:29:20Z,E2,F5,R,S,Option 1: Coupon für USA-Reise von 500 CHF,Option1,kUi40eGW5p
2022-11-07T14:29:20Z,E1,F3,Z,S,Option 2: Sie erhalten einen Geldbetrag von 10'000 CHF,Geld,kUi40eGW5p
2022-11-07T14:29:20Z,E2,F10,Z,S,Option 1: Ausverkauftes Konzert ihres Lieblingsmusikers,Option1,kUi40eGW5p
2022-11-07T14:34:36Z,E1,F2,R,U,Option 1: Eine Chance von 1% auf ein Meet and Greet mit Ihrem Idol,Option1,FxNtxzne90
2022-11-07T14:34:36Z,E1,F4,Z,U,Option 1: Sie können mit einer Chance von 1% einen Ihren liebsten Momente wieder erleben,Option1,FxNtxzne90
2022-11-07T14:37:08Z,E1,F2,R,U,Option 1: Eine Chance von 1% auf ein Meet and Greet mit Ihrem Idol,Option1,KVZNshfaW4
2022-11-07T14:37:08Z,E1,F4,Z,U,Option 1: Sie können mit einer Chance von 1% einen Ihren liebsten Momente wieder erleben,Option1,KVZNshfaW4
2022-11-07T15:09:43Z,E1,F1,R,S,Option 2: 500 CHF,Geld,sxx4Wvakx8
2022-11-07T15:09:43Z,E2,F5,R,S,Option 1: Coupon für USA-Reise von 500 CHF,Option1,sxx4Wvakx8
2022-11-07T15:09:43Z,E1,F3,Z,S,Option 2: Sie erhalten einen Geldbetrag von 10'000 CHF,Geld,sxx4Wvakx8
2022-11-07T15:09:43Z,E2,F10,Z,S,Option 1: Ausverkauftes Konzert ihres Lieblingsmusikers,Option1,sxx4Wvakx8
2022-11-07T15:11:35Z,E1,F2,R,U,Option 1: Eine Chance von 1% auf ein Meet and Greet mit Ihrem Idol,Option1,AxwV56hpy5
2022-11-07T15:11:35Z,E1,F4,Z,U,Option 2: Sie erhalten mit einer Chance von 1% einen Geldbetrag von 10'000 CHF,Geld,AxwV56hpy5
2022-11-07T15:13:36Z,E1,F1,R,S,Option 2: 500 CHF,Geld,tXUgcH4oov
2022-11-07T15:13:36Z,E2,F5,R,S,Option 1: Coupon für USA-Reise von 500 CHF,Option1,tXUgcH4oov
2022-11-07T15:13:36Z,E1,F3,Z,S,Option 2: Sie erhalten einen Geldbetrag von 10'000 CHF,Geld,tXUgcH4oov
2022-11-07T15:13:36Z,E2,F10,Z,S,Option 1: Ausverkauftes Konzert ihres Lieblingsmusikers,Option1,tXUgcH4oov
2022-11-07T15:17:23Z,E1,F2,R,U,Option 1: Eine Chance von 1% auf ein Meet and Greet mit Ihrem Idol,Option1,PbrAibEQ1Q
2022-11-07T15:17:23Z,E1,F4,Z,U,Option 2: Sie erhalten mit einer Chance von 1% einen Geldbetrag von 10'000 CHF,Geld,PbrAibEQ1Q
2022-11-07T15:27:01Z,E1,F2,R,U,Option 2: Eine Chance von 1% auf 500 CHF,Geld,HTO7wg1A5u
2022-11-07T15:27:01Z,E1,F4,Z,U,Option 1: Sie können mit einer Chance von 1% einen Ihren liebsten Momente wieder erleben,Option1,HTO7wg1A5u
2022-11-07T15:33:21Z,E1,F2,R,U,Option 1: Eine Chance von 1% auf ein Meet and Greet mit Ihrem Idol,Option1,MTY1aNR9HG
2022-11-07T15:33:21Z,E1,F4,Z,U,Option 2: Sie erhalten mit einer Chance von 1% einen Geldbetrag von 10'000 CHF,Geld,MTY1aNR9HG
2022-11-07T15:33:42Z,E1,F1,R,S,Option 1 : Ein Meet and Greet mit Ihrem Idol,Option1,OrpOvAlFoo
2022-11-07T15:33:42Z,E2,F5,R,S,Option 2: Coupon für Semestergebühren von 500 CHF,Geld,OrpOvAlFoo
2022-11-07T15:33:42Z,E1,F3,Z,S,Option 2: Sie erhalten einen Geldbetrag von 10'000 CHF,Geld,OrpOvAlFoo
2022-11-07T15:33:42Z,E2,F10,Z,S,Option 2: Ihre Steuern werden von jemanden übernommen,Geld,OrpOvAlFoo
2022-11-07T15:41:37Z,E1,F1,R,S,Option 2: 500 CHF,Geld,99PNu6mI7V
2022-11-07T15:41:37Z,E2,F5,R,S,Option 1: Coupon für USA-Reise von 500 CHF,Option1,99PNu6mI7V
2022-11-07T15:41:37Z,E1,F3,Z,S,Option 1: Sie können einen Ihrer liebsten Momente wieder erleben,Option1,99PNu6mI7V
2022-11-07T15:41:37Z,E2,F10,Z,S,Option 1: Ausverkauftes Konzert ihres Lieblingsmusikers,Option1,99PNu6mI7V
2022-11-07T15:42:42Z,E1,F1,R,S,Option 2: 500 CHF,Geld,wTQE7hvSEK
2022-11-07T15:42:42Z,E2,F5,R,S,Option 2: Coupon für Semestergebühren von 500 CHF,Geld,wTQE7hvSEK
2022-11-07T15:42:42Z,E1,F3,Z,S,Option 1: Sie können einen Ihrer liebsten Momente wieder erleben,Option1,wTQE7hvSEK
2022-11-07T15:42:42Z,E2,F10,Z,S,Option 1: Ausverkauftes Konzert ihres Lieblingsmusikers,Option1,wTQE7hvSEK
2022-11-07T16:07:23Z,E1,F1,R,S,Option 2: 500 CHF,Geld,ZKeXDISu9t
2022-11-07T16:07:23Z,E2,F5,R,S,Option 1: Coupon für USA-Reise von 500 CHF,Option1,ZKeXDISu9t
2022-11-07T16:07:23Z,E1,F3,Z,S,Option 2: Sie erhalten einen Geldbetrag von 10'000 CHF,Geld,ZKeXDISu9t
2022-11-07T16:07:23Z,E2,F10,Z,S,Option 1: Ausverkauftes Konzert ihres Lieblingsmusikers,Option1,ZKeXDISu9t
2022-11-07T16:09:45Z,E1,F1,R,S,Option 2: 500 CHF,Geld,2scA5Fx3zr
2022-11-07T16:09:45Z,E2,F5,R,S,Option 2: Coupon für Semestergebühren von 500 CHF,Geld,2scA5Fx3zr
2022-11-07T16:09:45Z,E1,F3,Z,S,Option 2: Sie erhalten einen Geldbetrag von 10'000 CHF,Geld,2scA5Fx3zr
2022-11-07T16:09:45Z,E2,F10,Z,S,Option 1: Ausverkauftes Konzert ihres Lieblingsmusikers,Option1,2scA5Fx3zr
2022-11-07T16:43:25Z,E1,F2,R,U,Option 2: Eine Chance von 1% auf 500 CHF,Geld,qclek5F2aU
2022-11-07T16:43:25Z,E1,F4,Z,U,Option 1: Sie können mit einer Chance von 1% einen Ihren liebsten Momente wieder erleben,Option1,qclek5F2aU
2022-11-07T16:53:19Z,E1,F2,R,U,Option 2: Eine Chance von 1% auf 500 CHF,Geld,YNVVBgqSiu
2022-11-07T16:53:19Z,E1,F4,Z,U,Option 1: Sie können mit einer Chance von 1% einen Ihren liebsten Momente wieder erleben,Option1,YNVVBgqSiu
2022-11-07T16:56:59Z,E1,F1,R,S,Option 2: 500 CHF,Geld,1I7cbrvW44
2022-11-07T16:56:59Z,E2,F5,R,S,Option 2: Coupon für Semestergebühren von 500 CHF,Geld,1I7cbrvW44
2022-11-07T16:56:59Z,E1,F3,Z,S,Option 1: Sie können einen Ihrer liebsten Momente wieder erleben,Option1,1I7cbrvW44
2022-11-07T16:56:59Z,E2,F10,Z,S,Option 1: Ausverkauftes Konzert ihres Lieblingsmusikers,Option1,1I7cbrvW44
2022-11-07T17:14:17Z,E1,F2,R,U,Option 1: Eine Chance von 1% auf ein Meet and Greet mit Ihrem Idol,Option1,ULaQvgvoDf
2022-11-07T17:14:17Z,E1,F4,Z,U,Option 2: Sie erhalten mit einer Chance von 1% einen Geldbetrag von 10'000 CHF,Geld,ULaQvgvoDf
2022-11-07T17:25:08Z,E1,F1,R,S,Option 2: 500 CHF,Geld,J8RVJ6mt8l
2022-11-07T17:25:08Z,E2,F5,R,S,Option 2: Coupon für Semestergebühren von 500 CHF,Geld,J8RVJ6mt8l
2022-11-07T17:25:08Z,E1,F3,Z,S,Option 2: Sie erhalten einen Geldbetrag von 10'000 CHF,Geld,J8RVJ6mt8l
2022-11-07T17:25:08Z,E2,F10,Z,S,Option 1: Ausverkauftes Konzert ihres Lieblingsmusikers,Option1,J8RVJ6mt8l
2022-11-07T17:26:50Z,E1,F2,R,U,Option 2: Eine Chance von 1% auf 500 CHF,Geld,oVkRu8YtiT
2022-11-07T17:26:50Z,E1,F4,Z,U,Option 2: Sie erhalten mit einer Chance von 1% einen Geldbetrag von 10'000 CHF,Geld,oVkRu8YtiT
2022-11-07T18:12:55Z,E1,F1,R,S,Option 2: 500 CHF,Geld,Bg0j30oUQp
2022-11-07T18:12:55Z,E2,F5,R,S,Option 1: Coupon für USA-Reise von 500 CHF,Option1,Bg0j30oUQp
2022-11-07T18:12:55Z,E1,F3,Z,S,Option 2: Sie erhalten einen Geldbetrag von 10'000 CHF,Geld,Bg0j30oUQp
2022-11-07T18:12:55Z,E2,F10,Z,S,Option 2: Ihre Steuern werden von jemanden übernommen,Geld,Bg0j30oUQp
2022-11-07T19:11:16Z,E1,F1,R,S,Option 2: 500 CHF,Geld,JhJ9p5wXZ0
2022-11-07T19:11:16Z,E2,F5,R,S,Option 2: Coupon für Semestergebühren von 500 CHF,Geld,JhJ9p5wXZ0
2022-11-07T19:11:16Z,E1,F3,Z,S,Option 1: Sie können einen Ihrer liebsten Momente wieder erleben,Option1,JhJ9p5wXZ0
2022-11-07T19:11:16Z,E2,F10,Z,S,Option 1: Ausverkauftes Konzert ihres Lieblingsmusikers,Option1,JhJ9p5wXZ0
2022-11-07T19:16:48Z,E1,F2,R,U,Option 1: Eine Chance von 1% auf ein Meet and Greet mit Ihrem Idol,Option1,kvRPZJowT4
2022-11-07T19:16:48Z,E1,F4,Z,U,Option 1: Sie können mit einer Chance von 1% einen Ihren liebsten Momente wieder erleben,Option1,kvRPZJowT4
2022-11-07T19:30:48Z,E1,F1,R,S,Option 2: 500 CHF,Geld,jOr8SHxnhg
2022-11-07T19:30:48Z,E2,F5,R,S,Option 2: Coupon für Semestergebühren von 500 CHF,Geld,jOr8SHxnhg
2022-11-07T19:30:48Z,E1,F3,Z,S,Option 2: Sie erhalten einen Geldbetrag von 10'000 CHF,Geld,jOr8SHxnhg
2022-11-07T19:30:48Z,E2,F10,Z,S,Option 1: Ausverkauftes Konzert ihres Lieblingsmusikers,Option1,jOr8SHxnhg
2022-11-07T19:49:54Z,E1,F2,R,U,Option 1: Eine Chance von 1% auf ein Meet and Greet mit Ihrem Idol,Option1,7ONaHvIx1O
2022-11-07T19:49:54Z,E1,F4,Z,U,Option 2: Sie erhalten mit einer Chance von 1% einen Geldbetrag von 10'000 CHF,Geld,7ONaHvIx1O
2022-11-07T20:04:06Z,E1,F1,R,S,Option 2: 500 CHF,Geld,DWTi33ARNQ
2022-11-07T20:04:06Z,E2,F5,R,S,Option 1: Coupon für USA-Reise von 500 CHF,Option1,DWTi33ARNQ
2022-11-07T20:04:06Z,E1,F3,Z,S,Option 2: Sie erhalten einen Geldbetrag von 10'000 CHF,Geld,DWTi33ARNQ
2022-11-07T20:04:06Z,E2,F10,Z,S,Option 2: Ihre Steuern werden von jemanden übernommen,Geld,DWTi33ARNQ
2022-11-07T20:15:50Z,E1,F2,R,U,Option 2: Eine Chance von 1% auf 500 CHF,Geld,TJTL1slgAm
2022-11-07T20:15:50Z,E1,F4,Z,U,Option 2: Sie erhalten mit einer Chance von 1% einen Geldbetrag von 10'000 CHF,Geld,TJTL1slgAm
2022-11-07T20:47:10Z,E1,F1,R,S,Option 2: 500 CHF,Geld,OP2Ks8ZJug
2022-11-07T20:47:10Z,E2,F5,R,S,Option 1: Coupon für USA-Reise von 500 CHF,Option1,OP2Ks8ZJug
2022-11-07T20:47:10Z,E1,F3,Z,S,Option 2: Sie erhalten einen Geldbetrag von 10'000 CHF,Geld,OP2Ks8ZJug
2022-11-07T20:47:10Z,E2,F10,Z,S,Option 2: Ihre Steuern werden von jemanden übernommen,Geld,OP2Ks8ZJug
2022-11-07T21:20:47Z,E1,F1,R,S,Option 1 : Ein Meet and Greet mit Ihrem Idol,Option1,bT53fzf8sM
2022-11-07T21:20:47Z,E2,F5,R,S,Option 2: Coupon für Semestergebühren von 500 CHF,Geld,bT53fzf8sM
2022-11-07T21:20:47Z,E1,F3,Z,S,Option 2: Sie erhalten einen Geldbetrag von 10'000 CHF,Geld,bT53fzf8sM
2022-11-07T21:20:47Z,E2,F10,Z,S,Option 1: Ausverkauftes Konzert ihres Lieblingsmusikers,Option1,bT53fzf8sM
2022-11-07T21:51:25Z,E1,F2,R,U,Option 1: Eine Chance von 1% auf ein Meet and Greet mit Ihrem Idol,Option1,JvsuWU2AAs
2022-11-07T21:51:25Z,E1,F4,Z,U,Option 1: Sie können mit einer Chance von 1% einen Ihren liebsten Momente wieder erleben,Option1,JvsuWU2AAs
2022-11-07T21:56:55Z,E1,F2,R,U,Option 1: Eine Chance von 1% auf ein Meet and Greet mit Ihrem Idol,Option1,cBrevs5Uho
2022-11-07T21:56:55Z,E1,F4,Z,U,Option 1: Sie können mit einer Chance von 1% einen Ihren liebsten Momente wieder erleben,Option1,cBrevs5Uho
2022-11-07T23:08:30Z,E1,F2,R,U,Option 1: Eine Chance von 1% auf ein Meet and Greet mit Ihrem Idol,Option1,zGy7sEbqfM
2022-11-07T23:08:30Z,E1,F4,Z,U,Option 1: Sie können mit einer Chance von 1% einen Ihren liebsten Momente wieder erleben,Option1,zGy7sEbqfM
2022-11-08T02:36:36Z,E1,F1,R,S,Option 2: 500 CHF,Geld,rG4TqyqyoP
2022-11-08T02:36:36Z,E2,F5,R,S,Option 2: Coupon für Semestergebühren von 500 CHF,Geld,rG4TqyqyoP
2022-11-08T02:36:36Z,E1,F3,Z,S,Option 1: Sie können einen Ihrer liebsten Momente wieder erleben,Option1,rG4TqyqyoP
2022-11-08T02:36:36Z,E2,F10,Z,S,Option 2: Ihre Steuern werden von jemanden übernommen,Geld,rG4TqyqyoP
2022-11-08T06:12:19Z,E1,F2,R,U,Option 2: Eine Chance von 1% auf 500 CHF,Geld,FWpHKxuebh
2022-11-08T06:12:19Z,E1,F4,Z,U,Option 1: Sie können mit einer Chance von 1% einen Ihren liebsten Momente wieder erleben,Option1,FWpHKxuebh
2022-11-08T08:16:20Z,E1,F1,R,S,Option 2: 500 CHF,Geld,MstfFwshOy
2022-11-08T08:16:20Z,E2,F5,R,S,Option 1: Coupon für USA-Reise von 500 CHF,Option1,MstfFwshOy
2022-11-08T08:16:20Z,E1,F3,Z,S,Option 2: Sie erhalten einen Geldbetrag von 10'000 CHF,Geld,MstfFwshOy
2022-11-08T08:16:20Z,E2,F10,Z,S,Option 1: Ausverkauftes Konzert ihres Lieblingsmusikers,Option1,MstfFwshOy
2022-11-08T11:11:27Z,E1,F2,R,U,Option 2: Eine Chance von 1% auf 500 CHF,Geld,jFMbMtqv8V
2022-11-08T11:11:27Z,E1,F4,Z,U,Option 1: Sie können mit einer Chance von 1% einen Ihren liebsten Momente wieder erleben,Option1,jFMbMtqv8V
2022-11-08T11:53:49Z,E1,F1,R,S,Option 2: 500 CHF,Geld,qNSmX3JU4T
2022-11-08T11:53:49Z,E2,F5,R,S,Option 2: Coupon für Semestergebühren von 500 CHF,Geld,qNSmX3JU4T
2022-11-08T11:53:49Z,E1,F3,Z,S,Option 2: Sie erhalten einen Geldbetrag von 10'000 CHF,Geld,qNSmX3JU4T
2022-11-08T11:53:49Z,E2,F10,Z,S,Option 2: Ihre Steuern werden von jemanden übernommen,Geld,qNSmX3JU4T
2022-11-08T12:50:32Z,E1,F2,R,U,Option 2: Eine Chance von 1% auf 500 CHF,Geld,JgGwvQhI3B
2022-11-08T12:50:32Z,E1,F4,Z,U,Option 2: Sie erhalten mit einer Chance von 1% einen Geldbetrag von 10'000 CHF,Geld,JgGwvQhI3B
2022-11-08T13:55:27Z,E1,F1,R,S,Option 2: 500 CHF,Geld,Jwsl8159fG
2022-11-08T13:55:27Z,E2,F5,R,S,Option 1: Coupon für USA-Reise von 500 CHF,Option1,Jwsl8159fG
2022-11-08T13:55:27Z,E1,F3,Z,S,Option 2: Sie erhalten einen Geldbetrag von 10'000 CHF,Geld,Jwsl8159fG
2022-11-08T13:55:27Z,E2,F10,Z,S,Option 1: Ausverkauftes Konzert ihres Lieblingsmusikers,Option1,Jwsl8159fG
2022-11-08T16:23:19Z,E1,F1,R,S,Option 1 : Ein Meet and Greet mit Ihrem Idol,Option1,Z9RVMWbxAL
2022-11-08T16:23:19Z,E2,F5,R,S,Option 1: Coupon für USA-Reise von 500 CHF,Option1,Z9RVMWbxAL
2022-11-08T16:23:19Z,E1,F3,Z,S,Option 1: Sie können einen Ihrer liebsten Momente wieder erleben,Option1,Z9RVMWbxAL
2022-11-08T16:23:19Z,E2,F10,Z,S,Option 1: Ausverkauftes Konzert ihres Lieblingsmusikers,Option1,Z9RVMWbxAL
2022-11-08T21:51:06Z,E1,F2,R,U,Option 2: Eine Chance von 1% auf 500 CHF,Geld,yXw2YQsVD4
2022-11-08T21:51:06Z,E1,F4,Z,U,Option 2: Sie erhalten mit einer Chance von 1% einen Geldbetrag von 10'000 CHF,Geld,yXw2YQsVD4
2022-11-08T23:48:12Z,E1,F1,R,S,Option 2: 500 CHF,Geld,IpVPcVoAro
2022-11-08T23:48:12Z,E2,F5,R,S,Option 2: Coupon für Semestergebühren von 500 CHF,Geld,IpVPcVoAro
2022-11-08T23:48:12Z,E1,F3,Z,S,Option 1: Sie können einen Ihrer liebsten Momente wieder erleben,Option1,IpVPcVoAro
2022-11-08T23:48:12Z,E2,F10,Z,S,Option 1: Ausverkauftes Konzert ihres Lieblingsmusikers,Option1,IpVPcVoAro
2022-11-09T15:17:31Z,E1,F1,R,S,Option 1 : Ein Meet and Greet mit Ihrem Idol,Option1,ygoAiC7xcF
2022-11-09T15:17:31Z,E2,F5,R,S,Option 1: Coupon für USA-Reise von 500 CHF,Option1,ygoAiC7xcF
2022-11-09T15:17:31Z,E1,F3,Z,S,Option 1: Sie können einen Ihrer liebsten Momente wieder erleben,Option1,ygoAiC7xcF
2022-11-09T15:17:31Z,E2,F10,Z,S,Option 2: Ihre Steuern werden von jemanden übernommen,Geld,ygoAiC7xcF
2022-11-09T16:19:15Z,E1,F2,R,U,Option 2: Eine Chance von 1% auf 500 CHF,Geld,wJ88B4R0Ku
2022-11-09T16:19:15Z,E1,F4,Z,U,Option 2: Sie erhalten mit einer Chance von 1% einen Geldbetrag von 10'000 CHF,Geld,wJ88B4R0Ku
2022-11-09T20:38:52Z,E1,F2,R,U,Option 1: Eine Chance von 1% auf ein Meet and Greet mit Ihrem Idol,Option1,edNztIDzdt
2022-11-09T20:38:52Z,E1,F4,Z,U,Option 1: Sie können mit einer Chance von 1% einen Ihren liebsten Momente wieder erleben,Option1,edNztIDzdt
2022-11-10T08:30:33Z,E1,F2,R,U,Option 2: Eine Chance von 1% auf 500 CHF,Geld,ipyxdgEzbA
2022-11-10T08:30:33Z,E1,F4,Z,U,Option 1: Sie können mit einer Chance von 1% einen Ihren liebsten Momente wieder erleben,Option1,ipyxdgEzbA
2022-11-10T08:56:55Z,E1,F1,R,S,Option 2: 500 CHF,Geld,rv6JtcPwB2
2022-11-10T08:56:55Z,E2,F5,R,S,Option 1: Coupon für USA-Reise von 500 CHF,Option1,rv6JtcPwB2
2022-11-10T08:56:55Z,E1,F3,Z,S,Option 1: Sie können einen Ihrer liebsten Momente wieder erleben,Option1,rv6JtcPwB2
2022-11-10T08:56:55Z,E2,F10,Z,S,Option 2: Ihre Steuern werden von jemanden übernommen,Geld,rv6JtcPwB2
2022-11-10T09:05:12Z,E1,F2,R,U,Option 2: Eine Chance von 1% auf 500 CHF,Geld,8Br6YUsq1o
2022-11-10T09:05:12Z,E1,F4,Z,U,Option 1: Sie können mit einer Chance von 1% einen Ihren liebsten Momente wieder erleben,Option1,8Br6YUsq1o
2022-11-10T10:03:25Z,E1,F1,R,S,Option 1 : Ein Meet and Greet mit Ihrem Idol,Option1,evVQ9TsLtx
2022-11-10T10:03:25Z,E2,F5,R,S,Option 2: Coupon für Semestergebühren von 500 CHF,Geld,evVQ9TsLtx
2022-11-10T10:03:25Z,E1,F3,Z,S,Option 2: Sie erhalten einen Geldbetrag von 10'000 CHF,Geld,evVQ9TsLtx
2022-11-10T10:03:25Z,E2,F10,Z,S,Option 2: Ihre Steuern werden von jemanden übernommen,Geld,evVQ9TsLtx
