ID,condition,scale,set,item,response,value
B3N2q5plQz,DA,mindset,NA,GMS_2,Stimme grösstenteils zu,4
B3N2q5plQz,DA,mindset,NA,GMS_3,Stimme zu,5
B3N2q5plQz,DA,nfc,NA,NfC_1,eher zutreffend,4
B3N2q5plQz,DA,nfc,NA,NfC_10,eher zutreffend,4
B3N2q5plQz,DA,nfc,NA,NfC_11,eher zutreffend,4
B3N2q5plQz,DA,nfc,NA,NfC_12,eher zutreffend,2
B3N2q5plQz,DA,nfc,NA,NfC_13,eher nicht zutreffend,2
B3N2q5plQz,DA,nfc,NA,NfC_14,eher nicht zutreffend,2
B3N2q5plQz,DA,nfc,NA,NfC_15,eher zutreffend,4
B3N2q5plQz,DA,nfc,NA,NfC_16,eher zutreffend,2
B3N2q5plQz,DA,nfc,NA,NfC_17,eher zutreffend,4
B3N2q5plQz,DA,nfc,NA,NfC_2,eher zutreffend,4
B3N2q5plQz,DA,nfc,NA,NfC_3,eher nicht zutreffend,4
B3N2q5plQz,DA,nfc,NA,NfC_4,eher nicht zutreffend,4
B3N2q5plQz,DA,nfc,NA,NfC_5,eher zutreffend,2
B3N2q5plQz,DA,nfc,NA,NfC_6,eher nicht zutreffend,2
B3N2q5plQz,DA,nfc,NA,NfC_7,eher zutreffend,2
B3N2q5plQz,DA,nfc,NA,NfC_8,eher nicht zutreffend,4
B3N2q5plQz,DA,nfc,NA,NfC_9,eher zutreffend,2
BJwUCpjQql,DZ,mancheck,NA,MC_0_1,Mittel / Weder schwierig noch leicht,3
BJwUCpjQql,DZ,mancheck,NA,MC_0_2,Leicht,2
BJwUCpjQql,DZ,mancheck,NA,MC_1,Nein,0
BJwUCpjQql,DZ,memory,FB2,FB2_1,3 Meter,1
BJwUCpjQql,DZ,memory,FB2,FB2_2,Pollen und Blüten,1
BJwUCpjQql,DZ,memory,FB2,FB2_3,"Dicke, raue",1
BJwUCpjQql,DZ,memory,FB2,FB2_4,Blau,1
BJwUCpjQql,DZ,memory,FB2,FB2_5,Gelbes Horn,1
BJwUCpjQql,DZ,memory,FB2,FB2_6,In Gruppen,1
BJwUCpjQql,DZ,memory,FB2,FB2_7,Nahrung auftreiben,1
BJwUCpjQql,DZ,mindset,NA,GMS_1,Stimme grösstenteils nicht zu,3
BJwUCpjQql,DZ,mindset,NA,GMS_2,Stimme grösstenteils nicht zu,3
BJwUCpjQql,DZ,mindset,NA,GMS_3,Stimme grösstenteils zu,4
BJwUCpjQql,DZ,nfc,NA,NfC_1,eher nicht zutreffend,2
BJwUCpjQql,DZ,nfc,NA,NfC_10,eher zutreffend,4
BJwUCpjQql,DZ,nfc,NA,NfC_11,weder noch,3
BJwUCpjQql,DZ,nfc,NA,NfC_12,überhaupt nicht zutreffend,5
BJwUCpjQql,DZ,nfc,NA,NfC_13,eher nicht zutreffend,2
BJwUCpjQql,DZ,nfc,NA,NfC_14,sehr zutreffend,5
BJwUCpjQql,DZ,nfc,NA,NfC_15,weder noch,3
BJwUCpjQql,DZ,nfc,NA,NfC_16,eher nicht zutreffend,4
BJwUCpjQql,DZ,nfc,NA,NfC_17,eher zutreffend,4
BJwUCpjQql,DZ,nfc,NA,NfC_2,eher zutreffend,4
BJwUCpjQql,DZ,nfc,NA,NfC_3,überhaupt nicht zutreffend,5
BJwUCpjQql,DZ,nfc,NA,NfC_4,eher nicht zutreffend,4
BJwUCpjQql,DZ,nfc,NA,NfC_5,eher nicht zutreffend,4
BJwUCpjQql,DZ,nfc,NA,NfC_6,eher zutreffend,4
BJwUCpjQql,DZ,nfc,NA,NfC_7,eher nicht zutreffend,4
BJwUCpjQql,DZ,nfc,NA,NfC_8,weder noch,3
BJwUCpjQql,DZ,nfc,NA,NfC_9,eher zutreffend,2
BgtiijNyKP,DT,mancheck,NA,MC_0_1,Leicht,2
BgtiijNyKP,DT,mancheck,NA,MC_0_2,Mittel / Weder schwierig noch leicht,3
BgtiijNyKP,DT,mancheck,NA,MC_1,Ja,1
BgtiijNyKP,DT,memory,FB3,FB3_1,1.5,0
BgtiijNyKP,DT,memory,FB3,FB3_2,Grünzeug,0
BgtiijNyKP,DT,memory,FB3,FB3_3,Dchuppig und rau,0
BgtiijNyKP,DT,memory,FB3,FB3_4,Braun,1
BgtiijNyKP,DT,memory,FB3,FB3_6,Orange stacheln,1
BgtiijNyKP,DT,memory,FB3,FB3_7,NA,0
BgtiijNyKP,DT,memory,FB3,FB3_8,NA,0
BgtiijNyKP,DT,mindset,NA,GMS_1,Stimme grösstenteils zu,4
BgtiijNyKP,DT,mindset,NA,GMS_2,Stimme grösstenteils nicht zu,3
BgtiijNyKP,DT,mindset,NA,GMS_3,Stimme zu,5
BgtiijNyKP,DT,nfc,NA,NfC_1,überhaupt nicht zutreffend,1
BgtiijNyKP,DT,nfc,NA,NfC_10,weder noch,3
BgtiijNyKP,DT,nfc,NA,NfC_11,eher zutreffend,4
BgtiijNyKP,DT,nfc,NA,NfC_12,eher nicht zutreffend,4
BgtiijNyKP,DT,nfc,NA,NfC_13,weder noch,3
BgtiijNyKP,DT,nfc,NA,NfC_14,eher zutreffend,4
BgtiijNyKP,DT,nfc,NA,NfC_15,eher nicht zutreffend,2
BgtiijNyKP,DT,nfc,NA,NfC_16,eher nicht zutreffend,4
BgtiijNyKP,DT,nfc,NA,NfC_17,sehr zutreffend,5
BgtiijNyKP,DT,nfc,NA,NfC_2,sehr zutreffend,5
BgtiijNyKP,DT,nfc,NA,NfC_3,eher nicht zutreffend,4
BgtiijNyKP,DT,nfc,NA,NfC_4,eher nicht zutreffend,4
BgtiijNyKP,DT,nfc,NA,NfC_5,eher nicht zutreffend,4
BgtiijNyKP,DT,nfc,NA,NfC_6,weder noch,3
BgtiijNyKP,DT,nfc,NA,NfC_7,eher nicht zutreffend,4
BgtiijNyKP,DT,nfc,NA,NfC_8,eher nicht zutreffend,4
BgtiijNyKP,DT,nfc,NA,NfC_9,eher nicht zutreffend,4
C2kcOYeGG7,DL,mancheck,NA,MC_0_1,Leicht,2
C2kcOYeGG7,DL,mancheck,NA,MC_0_2,Schwierig,4
C2kcOYeGG7,DL,mancheck,NA,MC_1,Nein,0
C2kcOYeGG7,DL,memory,FB1,FB1_1,3 Meter,0
C2kcOYeGG7,DL,memory,FB1,FB1_2,"Holunder, Pollen",0
C2kcOYeGG7,DL,memory,FB1,FB1_3,rauhe,0
C2kcOYeGG7,DL,memory,FB1,FB1_4,Blau,0
C2kcOYeGG7,DL,memory,FB1,FB1_5,komisch,0
C2kcOYeGG7,DL,memory,FB1,FB1_6,NA,0
C2kcOYeGG7,DL,memory,FB1,FB1_7,graben,0
C2kcOYeGG7,DL,mindset,NA,GMS_1,Stimme zu,5
C2kcOYeGG7,DL,mindset,NA,GMS_2,Stimme zu,5
C2kcOYeGG7,DL,mindset,NA,GMS_3,Stimme voll zu,6
C2kcOYeGG7,DL,nfc,NA,NfC_1,eher zutreffend,4
C2kcOYeGG7,DL,nfc,NA,NfC_10,eher zutreffend,4
C2kcOYeGG7,DL,nfc,NA,NfC_11,sehr zutreffend,5
C2kcOYeGG7,DL,nfc,NA,NfC_12,eher nicht zutreffend,4
C2kcOYeGG7,DL,nfc,NA,NfC_13,weder noch,3
C2kcOYeGG7,DL,nfc,NA,NfC_14,eher zutreffend,4
C2kcOYeGG7,DL,nfc,NA,NfC_15,sehr zutreffend,5
C2kcOYeGG7,DL,nfc,NA,NfC_16,eher zutreffend,2
C2kcOYeGG7,DL,nfc,NA,NfC_17,eher zutreffend,4
C2kcOYeGG7,DL,nfc,NA,NfC_2,eher zutreffend,4
C2kcOYeGG7,DL,nfc,NA,NfC_3,eher nicht zutreffend,4
C2kcOYeGG7,DL,nfc,NA,NfC_4,eher nicht zutreffend,4
C2kcOYeGG7,DL,nfc,NA,NfC_5,sehr zutreffend,1
C2kcOYeGG7,DL,nfc,NA,NfC_6,eher zutreffend,4
C2kcOYeGG7,DL,nfc,NA,NfC_7,eher zutreffend,2
C2kcOYeGG7,DL,nfc,NA,NfC_8,weder noch,3
C2kcOYeGG7,DL,nfc,NA,NfC_9,eher zutreffend,2
CHrrlNEVaZ,DZ,mancheck,NA,MC_0_1,Sehr schwierig,5
CHrrlNEVaZ,DZ,mancheck,NA,MC_0_2,Sehr schwierig,5
CHrrlNEVaZ,DZ,mancheck,NA,MC_1,Ja,1
CHrrlNEVaZ,DZ,memory,FB3,FB3_1,50,0
CHrrlNEVaZ,DZ,memory,FB3,FB3_2,Blatt,0
CHrrlNEVaZ,DZ,memory,FB3,FB3_3,Glatt,1
CHrrlNEVaZ,DZ,memory,FB3,FB3_4,Schwarz,0
CHrrlNEVaZ,DZ,memory,FB3,FB3_6,Ein King,0
CHrrlNEVaZ,DZ,memory,FB3,FB3_7,Basel,0
CHrrlNEVaZ,DZ,memory,FB3,FB3_8,Garnicht,0
CHrrlNEVaZ,DZ,mindset,NA,GMS_1,Stimme grösstenteils zu,4
CHrrlNEVaZ,DZ,mindset,NA,GMS_2,Stimme grösstenteils zu,4
CHrrlNEVaZ,DZ,mindset,NA,GMS_3,Stimme grösstenteils zu,4
CHrrlNEVaZ,DZ,nfc,NA,NfC_1,eher nicht zutreffend,2
CHrrlNEVaZ,DZ,nfc,NA,NfC_10,weder noch,3
CHrrlNEVaZ,DZ,nfc,NA,NfC_11,weder noch,3
CHrrlNEVaZ,DZ,nfc,NA,NfC_12,weder noch,3
CHrrlNEVaZ,DZ,nfc,NA,NfC_13,eher nicht zutreffend,2
CHrrlNEVaZ,DZ,nfc,NA,NfC_14,weder noch,3
CHrrlNEVaZ,DZ,nfc,NA,NfC_15,eher nicht zutreffend,2
CHrrlNEVaZ,DZ,nfc,NA,NfC_16,weder noch,3
CHrrlNEVaZ,DZ,nfc,NA,NfC_17,weder noch,3
CHrrlNEVaZ,DZ,nfc,NA,NfC_2,eher nicht zutreffend,2
CHrrlNEVaZ,DZ,nfc,NA,NfC_3,weder noch,3
CHrrlNEVaZ,DZ,nfc,NA,NfC_4,weder noch,3
CHrrlNEVaZ,DZ,nfc,NA,NfC_5,weder noch,3
CHrrlNEVaZ,DZ,nfc,NA,NfC_6,weder noch,3
CHrrlNEVaZ,DZ,nfc,NA,NfC_7,weder noch,3
CHrrlNEVaZ,DZ,nfc,NA,NfC_8,weder noch,3
CHrrlNEVaZ,DZ,nfc,NA,NfC_9,weder noch,3
E0TzWUG2it,DA,mancheck,NA,MC_0_1,Leicht,2
E0TzWUG2it,DA,mancheck,NA,MC_0_2,Mittel / Weder schwierig noch leicht,3
E0TzWUG2it,DA,mancheck,NA,MC_1,Ja,1
E0TzWUG2it,DA,memory,FB2,FB2_1,3m,1
E0TzWUG2it,DA,memory,FB2,FB2_2,Blütenstaub,0
E0TzWUG2it,DA,memory,FB2,FB2_3,Blau oder rauh,0
E0TzWUG2it,DA,memory,FB2,FB2_4,Blau,1
E0TzWUG2it,DA,memory,FB2,FB2_5,Ein gelbes Horn,1
E0TzWUG2it,DA,memory,FB2,FB2_6,In Gruppen,1
E0TzWUG2it,DA,memory,FB2,FB2_7,Nahrung bringen,1
E0TzWUG2it,DA,mindset,NA,GMS_1,Stimme grösstenteils zu,4
E0TzWUG2it,DA,mindset,NA,GMS_2,Stimme grösstenteils zu,4
E0TzWUG2it,DA,mindset,NA,GMS_3,Stimme grösstenteils zu,4
E0TzWUG2it,DA,nfc,NA,NfC_1,weder noch,3
E0TzWUG2it,DA,nfc,NA,NfC_10,eher zutreffend,4
E0TzWUG2it,DA,nfc,NA,NfC_11,eher zutreffend,4
E0TzWUG2it,DA,nfc,NA,NfC_12,eher nicht zutreffend,4
E0TzWUG2it,DA,nfc,NA,NfC_13,eher zutreffend,4
E0TzWUG2it,DA,nfc,NA,NfC_14,eher nicht zutreffend,2
E0TzWUG2it,DA,nfc,NA,NfC_15,eher zutreffend,4
E0TzWUG2it,DA,nfc,NA,NfC_16,eher nicht zutreffend,4
E0TzWUG2it,DA,nfc,NA,NfC_17,sehr zutreffend,5
E0TzWUG2it,DA,nfc,NA,NfC_2,eher nicht zutreffend,2
E0TzWUG2it,DA,nfc,NA,NfC_3,eher nicht zutreffend,4
E0TzWUG2it,DA,nfc,NA,NfC_4,eher nicht zutreffend,4
E0TzWUG2it,DA,nfc,NA,NfC_5,eher nicht zutreffend,4
E0TzWUG2it,DA,nfc,NA,NfC_6,eher zutreffend,4
E0TzWUG2it,DA,nfc,NA,NfC_7,eher nicht zutreffend,4
E0TzWUG2it,DA,nfc,NA,NfC_8,weder noch,3
E0TzWUG2it,DA,nfc,NA,NfC_9,eher zutreffend,2
E9U7Ia8J0h,DZ,mancheck,NA,MC_0_1,Mittel / Weder schwierig noch leicht,3
E9U7Ia8J0h,DZ,mancheck,NA,MC_0_2,Mittel / Weder schwierig noch leicht,3
E9U7Ia8J0h,DZ,mancheck,NA,MC_1,Ja,1
E9U7Ia8J0h,DZ,memory,FB3,FB3_1,60 Zentimeter,1
E9U7Ia8J0h,DZ,memory,FB3,FB3_2,Ahornrinde,1
E9U7Ia8J0h,DZ,memory,FB3,FB3_3,Glatt,1
E9U7Ia8J0h,DZ,memory,FB3,FB3_4,Braun,1
E9U7Ia8J0h,DZ,memory,FB3,FB3_6,Stacheln,1
E9U7Ia8J0h,DZ,memory,FB3,FB3_7,Auf einem Hügel,1
E9U7Ia8J0h,DZ,memory,FB3,FB3_8,Trompetengeräusche,1
E9U7Ia8J0h,DZ,mindset,NA,GMS_1,Stimme grösstenteils zu,4
E9U7Ia8J0h,DZ,mindset,NA,GMS_2,Stimme grösstenteils zu,4
E9U7Ia8J0h,DZ,mindset,NA,GMS_3,Stimme grösstenteils zu,4
E9U7Ia8J0h,DZ,nfc,NA,NfC_1,eher zutreffend,4
E9U7Ia8J0h,DZ,nfc,NA,NfC_10,weder noch,3
E9U7Ia8J0h,DZ,nfc,NA,NfC_11,eher zutreffend,4
E9U7Ia8J0h,DZ,nfc,NA,NfC_12,eher nicht zutreffend,4
E9U7Ia8J0h,DZ,nfc,NA,NfC_13,überhaupt nicht zutreffend,1
E9U7Ia8J0h,DZ,nfc,NA,NfC_14,überhaupt nicht zutreffend,1
E9U7Ia8J0h,DZ,nfc,NA,NfC_15,eher nicht zutreffend,2
E9U7Ia8J0h,DZ,nfc,NA,NfC_16,eher nicht zutreffend,4
E9U7Ia8J0h,DZ,nfc,NA,NfC_17,eher nicht zutreffend,2
E9U7Ia8J0h,DZ,nfc,NA,NfC_2,eher zutreffend,4
E9U7Ia8J0h,DZ,nfc,NA,NfC_3,eher nicht zutreffend,4
E9U7Ia8J0h,DZ,nfc,NA,NfC_4,eher nicht zutreffend,4
E9U7Ia8J0h,DZ,nfc,NA,NfC_5,eher nicht zutreffend,4
E9U7Ia8J0h,DZ,nfc,NA,NfC_6,weder noch,3
E9U7Ia8J0h,DZ,nfc,NA,NfC_7,eher nicht zutreffend,4
E9U7Ia8J0h,DZ,nfc,NA,NfC_8,eher zutreffend,2
E9U7Ia8J0h,DZ,nfc,NA,NfC_9,eher zutreffend,2
EVMmxnBDZP,DZ,mancheck,NA,MC_0_1,Mittel / Weder schwierig noch leicht,3
EVMmxnBDZP,DZ,mancheck,NA,MC_0_2,Schwierig,4
EVMmxnBDZP,DZ,mancheck,NA,MC_1,Nein,0
EVMmxnBDZP,DZ,memory,FB1,FB1_1,"60 Zentimere oder 1,3 meter",0
EVMmxnBDZP,DZ,memory,FB1,FB1_2,3 meter,0
EVMmxnBDZP,DZ,memory,FB1,FB1_3,Keine Ahnung,0
EVMmxnBDZP,DZ,memory,FB1,FB1_4,Keine ahnung,0
EVMmxnBDZP,DZ,memory,FB1,FB1_5,Grün,0
EVMmxnBDZP,DZ,memory,FB1,FB1_6,Keine Ahnung,0
EVMmxnBDZP,DZ,memory,FB1,FB1_7,Keine Ahnung,0
EVMmxnBDZP,DZ,mindset,NA,GMS_1,Stimme grösstenteils zu,4
EVMmxnBDZP,DZ,mindset,NA,GMS_2,Stimme grösstenteils zu,4
EVMmxnBDZP,DZ,mindset,NA,GMS_3,Stimme grösstenteils zu,4
EVMmxnBDZP,DZ,nfc,NA,NfC_1,weder noch,3
EVMmxnBDZP,DZ,nfc,NA,NfC_10,weder noch,3
EVMmxnBDZP,DZ,nfc,NA,NfC_11,weder noch,3
EVMmxnBDZP,DZ,nfc,NA,NfC_12,eher zutreffend,2
EVMmxnBDZP,DZ,nfc,NA,NfC_13,weder noch,3
EVMmxnBDZP,DZ,nfc,NA,NfC_14,weder noch,3
EVMmxnBDZP,DZ,nfc,NA,NfC_15,weder noch,3
EVMmxnBDZP,DZ,nfc,NA,NfC_16,weder noch,3
EVMmxnBDZP,DZ,nfc,NA,NfC_17,eher zutreffend,4
EVMmxnBDZP,DZ,nfc,NA,NfC_2,eher zutreffend,4
EVMmxnBDZP,DZ,nfc,NA,NfC_3,eher nicht zutreffend,4
EVMmxnBDZP,DZ,nfc,NA,NfC_4,weder noch,3
EVMmxnBDZP,DZ,nfc,NA,NfC_5,weder noch,3
EVMmxnBDZP,DZ,nfc,NA,NfC_6,weder noch,3
EVMmxnBDZP,DZ,nfc,NA,NfC_7,weder noch,3
EVMmxnBDZP,DZ,nfc,NA,NfC_8,eher zutreffend,2
EVMmxnBDZP,DZ,nfc,NA,NfC_9,eher zutreffend,2
G7ptb0jrXY,DT,mancheck,NA,MC_0_1,Leicht,2
G7ptb0jrXY,DT,mancheck,NA,MC_0_2,Schwierig,4
G7ptb0jrXY,DT,mancheck,NA,MC_1,Ja,1
G7ptb0jrXY,DT,memory,FB1,FB1_1,60cm,0
G7ptb0jrXY,DT,memory,FB1,FB1_2,Grünes Blattgemüse,1
G7ptb0jrXY,DT,memory,FB1,FB1_3,Schuppige Haut,1
G7ptb0jrXY,DT,memory,FB1,FB1_4,Schwarz,1
G7ptb0jrXY,DT,memory,FB1,FB1_5,Violett und buschig,1
G7ptb0jrXY,DT,memory,FB1,FB1_6,angenehmes Zwitschern,1
G7ptb0jrXY,DT,memory,FB1,FB1_7,alleine durch die Gegend ziehen,1
G7ptb0jrXY,DT,mindset,NA,GMS_1,Stimme zu,5
G7ptb0jrXY,DT,mindset,NA,GMS_2,Stimme zu,5
G7ptb0jrXY,DT,mindset,NA,GMS_3,Stimme zu,5
G7ptb0jrXY,DT,nfc,NA,NfC_1,eher nicht zutreffend,2
G7ptb0jrXY,DT,nfc,NA,NfC_10,eher zutreffend,4
G7ptb0jrXY,DT,nfc,NA,NfC_11,sehr zutreffend,5
G7ptb0jrXY,DT,nfc,NA,NfC_12,überhaupt nicht zutreffend,5
G7ptb0jrXY,DT,nfc,NA,NfC_13,eher zutreffend,4
G7ptb0jrXY,DT,nfc,NA,NfC_14,sehr zutreffend,5
G7ptb0jrXY,DT,nfc,NA,NfC_15,sehr zutreffend,5
G7ptb0jrXY,DT,nfc,NA,NfC_16,eher zutreffend,2
G7ptb0jrXY,DT,nfc,NA,NfC_17,sehr zutreffend,5
G7ptb0jrXY,DT,nfc,NA,NfC_2,eher zutreffend,4
G7ptb0jrXY,DT,nfc,NA,NfC_3,eher nicht zutreffend,4
G7ptb0jrXY,DT,nfc,NA,NfC_4,überhaupt nicht zutreffend,5
G7ptb0jrXY,DT,nfc,NA,NfC_5,überhaupt nicht zutreffend,5
G7ptb0jrXY,DT,nfc,NA,NfC_6,eher zutreffend,4
G7ptb0jrXY,DT,nfc,NA,NfC_7,überhaupt nicht zutreffend,5
G7ptb0jrXY,DT,nfc,NA,NfC_8,überhaupt nicht zutreffend,5
G7ptb0jrXY,DT,nfc,NA,NfC_9,eher zutreffend,2
GOZ5w42kWg,FT,mancheck,NA,MC_0_1,Mittel / Weder schwierig noch leicht,3
GOZ5w42kWg,FT,mancheck,NA,MC_0_2,Schwierig,4
GOZ5w42kWg,FT,mancheck,NA,MC_1,Ja,1
GOZ5w42kWg,FT,memory,FB1,FB1_1,3Meter,0
GOZ5w42kWg,FT,memory,FB1,FB1_2,Gräser,1
GOZ5w42kWg,FT,memory,FB1,FB1_3,Hart,0
GOZ5w42kWg,FT,memory,FB1,FB1_4,Blau,0
GOZ5w42kWg,FT,memory,FB1,FB1_5,Buschig und violett,1
GOZ5w42kWg,FT,memory,FB1,FB1_6,übers Eier legen,0
GOZ5w42kWg,FT,memory,FB1,FB1_7,sind auf Jagd,0
GOZ5w42kWg,FT,mindset,NA,GMS_1,Stimme grösstenteils zu,4
GOZ5w42kWg,FT,mindset,NA,GMS_2,Stimme grösstenteils zu,4
GOZ5w42kWg,FT,mindset,NA,GMS_3,Stimme voll zu,6
GOZ5w42kWg,FT,nfc,NA,NfC_1,weder noch,3
GOZ5w42kWg,FT,nfc,NA,NfC_10,eher nicht zutreffend,2
GOZ5w42kWg,FT,nfc,NA,NfC_11,eher nicht zutreffend,2
GOZ5w42kWg,FT,nfc,NA,NfC_12,eher nicht zutreffend,4
GOZ5w42kWg,FT,nfc,NA,NfC_13,eher nicht zutreffend,2
GOZ5w42kWg,FT,nfc,NA,NfC_14,überhaupt nicht zutreffend,1
GOZ5w42kWg,FT,nfc,NA,NfC_15,eher nicht zutreffend,2
GOZ5w42kWg,FT,nfc,NA,NfC_16,eher zutreffend,2
GOZ5w42kWg,FT,nfc,NA,NfC_17,sehr zutreffend,5
GOZ5w42kWg,FT,nfc,NA,NfC_2,eher nicht zutreffend,2
GOZ5w42kWg,FT,nfc,NA,NfC_3,eher zutreffend,2
GOZ5w42kWg,FT,nfc,NA,NfC_4,eher nicht zutreffend,4
GOZ5w42kWg,FT,nfc,NA,NfC_5,eher nicht zutreffend,4
GOZ5w42kWg,FT,nfc,NA,NfC_6,eher nicht zutreffend,2
GOZ5w42kWg,FT,nfc,NA,NfC_7,überhaupt nicht zutreffend,5
GOZ5w42kWg,FT,nfc,NA,NfC_8,eher zutreffend,2
GOZ5w42kWg,FT,nfc,NA,NfC_9,eher nicht zutreffend,4
GeUpDHZwnl,DA,mancheck,NA,MC_0_1,Schwierig,4
GeUpDHZwnl,DA,mancheck,NA,MC_0_2,Schwierig,4
GeUpDHZwnl,DA,mancheck,NA,MC_1,Nein,0
GeUpDHZwnl,DA,memory,FB3,FB3_1,"1,5 meter",0
GeUpDHZwnl,DA,memory,FB3,FB3_2,Blätter,0
GeUpDHZwnl,DA,memory,FB3,FB3_3,Sehr feine,1
GeUpDHZwnl,DA,memory,FB3,FB3_4,Braun,1
GeUpDHZwnl,DA,memory,FB3,FB3_6,Weis nicht,0
GeUpDHZwnl,DA,memory,FB3,FB3_7,Weis nicht,0
GeUpDHZwnl,DA,memory,FB3,FB3_8,Weis nicht,0
GeUpDHZwnl,DA,mindset,NA,GMS_1,Stimme grösstenteils zu,4
GeUpDHZwnl,DA,mindset,NA,GMS_2,Stimme grösstenteils nicht zu,3
GeUpDHZwnl,DA,mindset,NA,GMS_3,Stimme grösstenteils zu,4
GeUpDHZwnl,DA,nfc,NA,NfC_1,weder noch,3
GeUpDHZwnl,DA,nfc,NA,NfC_10,weder noch,3
GeUpDHZwnl,DA,nfc,NA,NfC_11,eher nicht zutreffend,2
GeUpDHZwnl,DA,nfc,NA,NfC_12,eher zutreffend,2
GeUpDHZwnl,DA,nfc,NA,NfC_13,weder noch,3
GeUpDHZwnl,DA,nfc,NA,NfC_14,eher nicht zutreffend,2
GeUpDHZwnl,DA,nfc,NA,NfC_15,eher nicht zutreffend,2
GeUpDHZwnl,DA,nfc,NA,NfC_16,eher zutreffend,2
GeUpDHZwnl,DA,nfc,NA,NfC_17,eher nicht zutreffend,2
GeUpDHZwnl,DA,nfc,NA,NfC_2,weder noch,3
GeUpDHZwnl,DA,nfc,NA,NfC_3,weder noch,3
GeUpDHZwnl,DA,nfc,NA,NfC_4,eher zutreffend,2
GeUpDHZwnl,DA,nfc,NA,NfC_5,eher nicht zutreffend,4
GeUpDHZwnl,DA,nfc,NA,NfC_6,eher nicht zutreffend,2
GeUpDHZwnl,DA,nfc,NA,NfC_7,eher zutreffend,2
GeUpDHZwnl,DA,nfc,NA,NfC_8,eher zutreffend,2
GeUpDHZwnl,DA,nfc,NA,NfC_9,eher zutreffend,2
HqRpmnDJi7,DT,mancheck,NA,MC_0_1,Schwierig,4
HqRpmnDJi7,DT,mancheck,NA,MC_0_2,Mittel / Weder schwierig noch leicht,3
HqRpmnDJi7,DT,mancheck,NA,MC_1,Ja,1
HqRpmnDJi7,DT,memory,FB2,FB2_1,60cm,0
HqRpmnDJi7,DT,memory,FB2,FB2_2,Blattgemüse,0
HqRpmnDJi7,DT,memory,FB2,FB2_3,sanfte und weiche Haut,0
HqRpmnDJi7,DT,memory,FB2,FB2_4,Brau,1
HqRpmnDJi7,DT,memory,FB2,FB2_5,gelbes Horn,1
HqRpmnDJi7,DT,memory,FB2,FB2_6,mit ihren Beinen,0
HqRpmnDJi7,DT,memory,FB2,FB2_7,Nahrung holen,1
HqRpmnDJi7,DT,mindset,NA,GMS_1,Stimme grösstenteils zu,4
HqRpmnDJi7,DT,mindset,NA,GMS_2,Stimme grösstenteils zu,4
HqRpmnDJi7,DT,mindset,NA,GMS_3,Stimme grösstenteils zu,4
HqRpmnDJi7,DT,nfc,NA,NfC_1,eher zutreffend,4
HqRpmnDJi7,DT,nfc,NA,NfC_10,eher zutreffend,4
HqRpmnDJi7,DT,nfc,NA,NfC_11,eher zutreffend,4
HqRpmnDJi7,DT,nfc,NA,NfC_12,sehr zutreffend,1
HqRpmnDJi7,DT,nfc,NA,NfC_13,sehr zutreffend,5
HqRpmnDJi7,DT,nfc,NA,NfC_14,eher zutreffend,4
HqRpmnDJi7,DT,nfc,NA,NfC_15,eher zutreffend,4
HqRpmnDJi7,DT,nfc,NA,NfC_16,eher nicht zutreffend,4
HqRpmnDJi7,DT,nfc,NA,NfC_17,eher zutreffend,4
HqRpmnDJi7,DT,nfc,NA,NfC_2,eher zutreffend,4
HqRpmnDJi7,DT,nfc,NA,NfC_3,eher nicht zutreffend,4
HqRpmnDJi7,DT,nfc,NA,NfC_4,eher nicht zutreffend,4
HqRpmnDJi7,DT,nfc,NA,NfC_5,weder noch,3
HqRpmnDJi7,DT,nfc,NA,NfC_6,weder noch,3
HqRpmnDJi7,DT,nfc,NA,NfC_7,eher nicht zutreffend,4
HqRpmnDJi7,DT,nfc,NA,NfC_8,weder noch,3
HqRpmnDJi7,DT,nfc,NA,NfC_9,eher nicht zutreffend,4
Ju10SpbvIs,DT,mancheck,NA,MC_0_1,Mittel / Weder schwierig noch leicht,3
Ju10SpbvIs,DT,mancheck,NA,MC_0_2,Mittel / Weder schwierig noch leicht,3
Ju10SpbvIs,DT,mancheck,NA,MC_1,Nein,0
Ju10SpbvIs,DT,memory,FB3,FB3_1,2m,0
Ju10SpbvIs,DT,memory,FB3,FB3_2,?,0
Ju10SpbvIs,DT,memory,FB3,FB3_3,"Glatt, lila",1
Ju10SpbvIs,DT,memory,FB3,FB3_4,Braun,1
Ju10SpbvIs,DT,memory,FB3,FB3_6,Gelbe Hörner,0
Ju10SpbvIs,DT,memory,FB3,FB3_7,?,0
Ju10SpbvIs,DT,memory,FB3,FB3_8,Ruhig,0
Ju10SpbvIs,DT,mindset,NA,GMS_1,Stimme grösstenteils zu,4
Ju10SpbvIs,DT,mindset,NA,GMS_2,Stimme grösstenteils zu,4
Ju10SpbvIs,DT,mindset,NA,GMS_3,Stimme grösstenteils zu,4
Ju10SpbvIs,DT,nfc,NA,NfC_1,überhaupt nicht zutreffend,1
Ju10SpbvIs,DT,nfc,NA,NfC_10,eher zutreffend,4
Ju10SpbvIs,DT,nfc,NA,NfC_11,eher zutreffend,4
Ju10SpbvIs,DT,nfc,NA,NfC_12,überhaupt nicht zutreffend,5
Ju10SpbvIs,DT,nfc,NA,NfC_13,weder noch,3
Ju10SpbvIs,DT,nfc,NA,NfC_14,eher zutreffend,4
