Status,Progress,Duration,Finished,RecordedDate,ExternalReference,DistributionChannel,UserLanguage,Text_1_P_T1,2_P_T2,3_P_T3,4_P_T4,5_P_T5,6_P_T6,7_P_T7,8_P_T8,9_P_T9,10_P_T10,11_P_T11,12_P_T12,13_P_T13,14_P_T14,15_P_T15,Choice_T_Battery,Choice_T_Pen,A_G_1,BJW_1,BJW_2,BJW_3,BJW_4,BJW_5,BJW_6,SDO_S_1,SDO_S_2,SDO_S_3,SDO_S_4,SDO_S_5,SDO_S_6,SDO_S_7,SDO_S_8,SDO_S_9,SDO_S_10,SDO_S_11,SDO_S_12,SDO_S_13,SDO_S_14,SDO_S_15,SDO_S_16,PP_1_0_GROUP_1,PP_1_0_GROUP_2,PP_1_0_GROUP_3,PP_1_0_GROUP_4,PP_1_0_GROUP_5,PP_1_1_GROUP_1,PP_1_1_GROUP_2,PP_1_1_GROUP_3,PP_1_1_GROUP_4,PP_1_1_GROUP_5,PP_1_2_GROUP_1,PP_1_2_GROUP_2,PP_1_2_GROUP_3,PP_1_2_GROUP_4,PP_1_2_GROUP_5,PP_1_0_1_RANK,PP_1_0_2_RANK,PP_1_0_3_RANK,PP_1_0_4_RANK,PP_1_0_5_RANK,PP_1_1_1_RANK,PP_1_1_2_RANK,PP_1_1_3_RANK,PP_1_1_4_RANK,PP_1_1_5_RANK,PP_1_2_1_RANK,PP_1_2_2_RANK,PP_1_2_3_RANK,PP_1_2_4_RANK,PP_1_2_5_RANK,Choice_T_Vocabulary,A_V_1,SJ_S_P_1,SJ_S_P_2,SJ_S_P_3,SJ_S_P_4,SJ_S_P_5,SJ_S_P_6,SJ_S_P_7,SJ_S_P_8,Feedback,1_C_T1,2_C_T2,3_C_T3,4_C_T4,5_C_T5,6_C_T6,7_C_T7,8_C_T8,9_C_T9,10_C_T10,11_C_T11,12_C_T12,13_C_T13,14_C_T14,15_C_T15,PC_1_0_GROUP_1,PC_1_0_GROUP_2,PC_1_0_GROUP_3,PC_1_0_GROUP_4,PC_1_0_GROUP_5,PC_1_0_GROUP_6,PC_1_0_GROUP_7,PC_1_0_GROUP_8,PC_1_1_GROUP_1,PC_1_1_GROUP_2,PC_1_1_GROUP_3,PC_1_1_GROUP_4,PC_1_1_GROUP_5,PC_1_1_GROUP_6,PC_1_1_GROUP_7,PC_1_1_GROUP_8,PC_1_2_GROUP_1,PC_1_2_GROUP_2,PC_1_2_GROUP_3,PC_1_2_GROUP_4,PC_1_2_GROUP_5,PC_1_2_GROUP_6,PC_1_2_GROUP_7,PC_1_2_GROUP_8,PC_1_0_1_RANK,PC_1_0_2_RANK,PC_1_0_3_RANK,PC_1_0_4_RANK,PC_1_0_5_RANK,PC_1_0_6_RANK,PC_1_0_7_RANK,PC_1_0_8_RANK,PC_1_1_1_RANK,PC_1_1_2_RANK,PC_1_1_3_RANK,PC_1_1_4_RANK,PC_1_1_5_RANK,PC_1_1_6_RANK,PC_1_1_7_RANK,PC_1_1_8_RANK,PC_1_2_1_RANK,PC_1_2_2_RANK,PC_1_2_3_RANK,PC_1_2_4_RANK,PC_1_2_5_RANK,PC_1_2_6_RANK,PC_1_2_7_RANK,PC_1_2_8_RANK,SJ_S_C_2,SJ_S_C_3,SJ_S_C_4,SJ_S_C_5,SJ_S_C_6,SJ_S_C_7,SJ_S_C_8,SJ_S_C_9,Condition,Order
0,100,1403,1,2024-05-08T15:05:47Z,NA,anonymous,DE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,2,2,2,2,4,2,1,1,1,7,7,7,7,1,1,6,2,6,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ich gehe immer am zweiten Dienstag des Monats Tanzen.,Sein Wissen stieg mit der Anzahl besuchter Kurse.,Kontinuität ist der Schlüssel zu einem langfristigen Erfolg.,Auf dem Weg nach Hause verlor ich meine Kopfhörer.,"Damit ich von meinem Freund einen Apfel bekomme, gebe ich ihm Schokolade.","Ich stehe am Morgen auf, um den Alltag zu bestreiten.",Beim Einkaufen wähle ich Produkte nach der Intuition.,Mit genug Willenskraft kannst du viele Träume verwirklichen.,Reiseunternehmen beschäftigen sich mit Ländern auf der gabteb Welt.,Ferienmangel kann zu Angst und Stress im Alltag führen.,Nach jahrelanger Abklärung erhielt sie endlich eine Bewilligung.,"Ich muss mein ungesundes, kalorienreiches Essverhalten neu überdenken.","Fleiss und aktives Engagement ermöglichen es mir, meine Träume zu erfüllen.","Die Teilnehmer wurden gebeten, über ihre täglichen Routinen nachzudenken.",Das kleine Kind kaut Kaugummis vor der Schule,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,2,NA,NA,NA,NA,1,NA,3,NA,2,1,NA,NA,NA,2,NA,NA,NA,NA,3,1,NA,5,5,2,5,4,5,2,6,Control,Block1
0,100,1185,1,2024-05-08T15:40:51Z,NA,anonymous,DE,Ich bezahle meine Rechnungen immer am zweiten Dienstag des Monats.,Sein Vermögen wuchs durch kluge Investitionen in Aktien.,Sparen ist der Schlüssel zur langfristigen finanziellen Stabilität.,Auf dem Weg nach Hause verlor ich meine Brieftasche.,"Damit ich von einem Freund Schokolade bekomme, gebe ich ihm Geld.","Ich stehe am Morgen auf, um Geld zu verdienen.",Beim Einkaufen achte ich auf den Preis.,Mit genug Geld kannst du viele Träume verwirklichen.,Der Finanzmarkt beschäftigt sich mit Geldflüssen auf der ganzen Welt.,Geldnöte können zu Angst und Stress im Alltag führen.,Nach jahrelanger Arbeit erhielt sie endlich eine Gehaltserhöhung.,"Ich muss mein monatliches, knappes Budget neu überdenken.","Geld und Macht ermöglichen es mir, meine Träume zu erfüllen.","Die Teilnehmer wurden gebeten, über ihre aktuellen Geldausgaben nachzudenken.",Das kleine Kind kauft vor der Schule Kaugummis.,2,1,2,1,2,2,1,2,2,5,3,3,2,6,6,7,6,2,2,2,3,7,6,6,6,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,2,4,5,3,3,2,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Priming,Block2
0,100,1631,1,2024-05-08T16:22:34Z,NA,anonymous,DE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,3,2,1,1,3,3,1,2,1,7,6,6,6,2,3,1,4,7,7,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ich gehe immer am zweiten Dienstag des Monats ins Tanzen.,Sein Wissen stieg mit der Anzahl besuchter Kurse.,Kontinuität ist der Schlüssel zu einem langfristigem Erfolg.,Auf dem Weg nach Hause verlor ich meine Kopfhörer.,"Damit ich Schokolade von meinem Freund bekomme, gebe ich ihm einen Apfel.","Ich stehe am Morgen auf, um den Alltag zu bestreiten.",Beim Einkaufen der Produkte wähle ich nach Intuition.,Mit genug Willenskraft kannst du viele Träume verwirklichen.,Reiseunternehmen auf der ganzen Welt beschäftigen sich mit Ländern.,Ferienmangel kann im Alltag zu Angst und Stress führen.,Nach jahrelanger Abklärung erhielt sie endlich eine Bewilligung.,"Ich muss mein ungesundes, kalorienreiches Essen neu überdenken.","Fleiss und aktives Engagement ermöglichen es mir, meine Träume zu erfüllen.","Die Teilnehmer wurden gebeten, über ihre täglichen Routinen nachzudenken.",Das kleine Kind kaut Kaugummis vor der Schule.,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,2,NA,NA,NA,NA,3,1,NA,NA,3,NA,1,2,NA,NA,NA,2,6,3,4,2,1,4,2,Control,Block1
0,100,956,1,2024-05-08T16:28:58Z,NA,anonymous,DE,Ich bezahle immer am zweiten Dienstag des Monats meine Rechnungen,Sein Vermögen wuchs durch kluge Investitionen,Sparen ist langfristig der Schlüssel zur finaziellen Stabilität,Auf dem Weg nach Hause verlor ich meine Brieftasche,"Damit ich von einem Freund Geld bekomme, gebe ich ihm Schokolade",Ich stehe am Morgeb auf um Geld zu verdienen,Beim Einkauf achte ich auf den Preis,Mit genug Geld kannst du viele Träume verwirklichen,Der Finazmarkt beschäftigt sich mit den Geldflüssen auf der ganzen Welt,Geldnöte können im Alltag zu Angst und Stress führen,Nach jahrelanger Arbeit erhielt sie endlich eine Gehaltserhöhung,Ich muss mein knappes monatliches Budget neu überdenken,Geld und Macht ermöglicht es mir meine Träume zu erfüllen,Die Teilnehmer wurden gebeten über ihre aktuellen Geldausgaben nachzudenken,Das kleine Kind kauf Kaugummis vor der Schule,2,1,2,3,2,2,1,3,3,1,1,1,1,7,7,7,7,1,1,1,2,7,7,6,7,NA,NA,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2,1,NA,NA,2,NA,2,3,4,6,2,3,4,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Priming,Block1
0,100,2737,1,2024-05-08T17:48:19Z,NA,anonymous,DE,Ich bezahle meine Rechnungen immer am zweiten Dienstag des Monats.,Sein Vermögen wuchs durch kluge Investitionen in Aktien.,Sparen ist der Schlüssel zur langfristigen finanziellen Stabilität.,Auf dem Weg nach Hause verlor ich meine Brieftasche.,Damit ich von einem Freund Geld bekomme gebe ich ihm Schokolade.,Ich stehe am Morgen auf um Geld zu verdienen.,Beim Einkaufen achte ich auf den Preis.,Mit genug Geld kannst du viele Träume verwirklichen.,Der Finanzmarkt beschäftigt sich mit Geldflüssen auf der ganzen Welt.,Geldnöte können zu Angst und Stress im Alltag führen.,Nach jahrelanger Arbeit erhielt sie endlich eine Gehaltserhöhung.,Ich muss mein knappes monatliches Budget neu überdenken.,Geld und Macht ermöglichen es mir meine Träume zu erfüllen.,Die Teilnehmer wurden gebeten über ihre Geldausgaben aktuellen nachzudenken.,Das kleine Kind kauft Kaugummis vor der Schule.,1,1,2,3,3,3,2,3,4,1,5,2,2,5,6,6,3,6,2,2,4,6,6,5,6,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,2,NA,2,NA,1,NA,2,3,3,5,3,3,5,1,2,3,Kei Feedback aber ben interessiert am finale Produkt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Priming,Block1
0,100,1787,1,2024-05-08T18:09:28Z,NA,anonymous,DE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,2,1,2,1,1,1,1,1,6,4,7,6,1,1,1,1,5,7,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ich gehe immer am zweiten Dienstag des Monats ins Tanzen.,Sein Wissen stieg mit der Anzahl besuchter Kurse.,Kontinuität ist der Schlüssel zu einem Erfolg.,Auf dem nach Hause Weg verlor ich meine Kopfhörer.,"Damit ich einen Apfel von meinem Freund bekomme, gebe ich ihm Schokolade.","Ich stehe am Morgen auf, um den Alltag zu bestreiten.",Beim Einkaufen wähle ich Produkte nach der Intuition.,Mit genug Willenskraft kannst du viele Träume verwirklichen.,Reiseunternehmen beschäftigen sich mit Ländern auf der ganzen Welt.,Ferienmangel kann zu Angst und Stress im Alltag führen.,Nach jahrelanger Abklärung erhielt sie endlich eine Bewilligung.,"Ich muss mein ungesundes, kalorienreiches Essverhalten neu überdenken.","Fleiss und aktives Engagement ermöglichen es mir, meine Träume zu erfüllen.","Die Teilnehmer wurden gebeten, über ihre täglichen Routinen nachzudenken.",Das kleine Kind kaut vor der Schule Kaugummis.,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,NA,NA,NA,2,NA,NA,NA,NA,1,NA,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,3,1,4,NA,1,3,5,2,2,1,5,1,Control,Block1
0,100,21591,1,2024-05-08T18:14:37Z,NA,anonymous,DE,Ich bezahle immer jeden zweiten Dienstag des Monats meine Rechnungen.,Sein Vermögen wuchs durch kluge Investitioneni im Aktien.,Sparen ist der Schlüssel zur langfristigen finanziellen Stabilität.,Auf dem Weg nach Hause verlor ich meine Brieftasche.,"Damit ich von einem Freund Schokolade bekomme, gebe ich ihm Geld.","Morgen stehe ich auf, um Geld zu verdienen.",Beim Einkaufen achte uch auf den Preis.,Mit genug Geld kannst du viele Träume verwirklichen.,Der Finanzmarkt auf der ganzen Welt beschäftigt sich mit Geldflüssen.,Geldnöte und Angst im Alltag führen zu Stress.,Nach jahrelanger Arbeit erhielt sie endlich eine Gehaltserhöhung.,"Ich muss mein monatliches, knappes Budget neu überdenken.","Macht und Geld ermöglichen es mir, Träume zu erfüllen.","Die Teilnehmer wurden gebeten, über ihre aktuellen Geldausgaben nachzudenken.",Das kleine Kind kauft Kaugummis vor der Schule.,1,1,2,2,2,5,1,4,3,2,1,2,3,5,6,6,6,6,6,6,6,6,6,6,3,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,2,NA,NA,1,NA,NA,2,NA,NA,1,1,3,2,2,5,5,3,6,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Priming,Block2
0,100,1742,1,2024-05-08T18:14:51Z,NA,anonymous,DE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,3,1,1,3,1,2,2,3,6,6,7,7,2,1,2,2,6,7,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ich gehe immer am zweiten Dienstag des Monats ins Tanzen.,Sein Wissen steigt mit der Anzahl besuchter Kurse.,Kontinuität ist der Schlüssel zu einem langfristigem Erfolg.,Auf dem nach Hause Weg verlor ich meine Kopfhörer.,"Damit ich von meinem Freund Schokolade bekomme, gebe ich ihm einen Apfel.","Ich stehe am Morgen auf, um den Alltag zu bestreiten.",Beim Einkaufen wähle ich Produkte nach der Intuition.,Mit genug Willenskraft kannst du viele Träume verwirklichen.,Reiseunternehmen beschäftigen sich mit Ländern auf der ganzen Welt.,Ferienmangel kann im Alltag zu Stress und Angst führen.,Nach jahrelanger Abklärung erhielt sie endlich eine Bewilligung.,Ich muss mein ungesundes kalorienreiches Essverhalten neu überdenken.,"Fleiss und aktives Engagement ermöglichen es mir, meine Träume zu erfüllen.","Die Teilnehmer wurden gebeten, über ihre tägliche Routinen nachzudenken.",Das Kind kaut vor der Schule kleine Kaugummis.,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,5,6,3,2,1,5,1,Control,Block2
0,100,2955,1,2024-05-08T18:38:22Z,NA,anonymous,DE,Ich bezahle immer am zweiten Dienstag des Monats die Rechnungen.,Sein Vermögen wuchs durch Investitionen in Aktien.,Sparen ist der Schlüssel zur langfristigen Stabilität.,Auf ddm Weg nach Hause verlor ich meine Brieftasche.,"Damit ich Schokolade bekomme, gebe ich einem Freund Geld.","Ich stehe am Morgen auf, um Geld zu verdienen.",Beim Einkaufen achte ich auf den Preis.,Mit viel Geld kannst du viele Träume verwirklichen.,Der Finanzmarkt beschäftigt sich mit Geldflüssen auf der ganzen Welt.,Geldnöte können zu Angst und Stress im Alltag führen.,Nach jahrelanger Arbeit erhielt sie endlich eine Gehaltserhöhung.,"Ich muss mein monatliches, knappes Budget überdenken.","Geld und Macht ermöglichen mir, es Träume zu erfüllen.","Die Teilnehmer wurden gebeten, über ihre aktuellen Geldausgaben nachzudenken.",Das Kind kauft vor der Schule Kaugummis.,2,2,2,1,3,3,4,2,4,3,5,4,6,5,3,4,2,5,2,4,5,5,5,5,5,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,2,NA,NA,1,NA,NA,1,NA,NA,2,2,3,2,3,5,5,2,3,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Priming,Block1
0,100,2012,1,2024-05-08T19:09:42Z,NA,anonymous,DE,Ich bezahle immer am zweiten Dienstag des Monats Rechnungen.,Sein Vermögen wuchs durch kluge Investitionen in Aktien.,Sparen ist der Schlüssel zur langfristigen finanziellen Stabilität.,Auf dem Weg nach Hause verlor ich meine Brieftasche.,"Damit ich von einem Freund Schokolade bekomme, gebe ich ihm Geld.","Ich stehe am Morgen auf, um Geld zu verdienen.",Beim Einkaufen achte ich auf den Preis.,Mit genug Geld kannst du viele Träume verwirklichen.,Der Finanzmarkt beschäftigt sich mit Geldflüssen auf der ganzen Welt.,Geldnöte können zu Angst und Stress im Alltag führen.,Nach jahrelanger Arbeit erhielt sie endlich eine Gehaltserhöhung.,"Ich muss mein monatliches, knappes Budget neu überdenken.",NA,"Die Teilnehmer wurden gebeten, über ihre aktuellen Geldausgaben nachzudenken.",Das kleine Kind kauft vor der Schule Kaugummis.,2,2,2,2,2,2,2,3,4,4,1,1,5,7,6,6,6,2,6,2,2,6,6,6,6,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,NA,2,NA,NA,NA,1,NA,1,NA,2,NA,2,3,2,6,2,6,5,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Priming,Block2
0,100,18328,1,2024-05-08T19:14:30Z,NA,anonymous,DE,Ich bezahle meine Rechnungen immer am zweiten Dienstag des Monats,Sein Vermögen wuchs durch kluge Investitionen in Aktien,Sparen ist der Schlüssel zur langfristigen finanziellen Stabilität,Auf dem Weg nach Hause verlor ich meine Breiftasche,"Damit ich von einem Freund Schokolade bekomme, gebe ich ihm Geld","Ich stehe am Morgen auf, um Geld zu verdienen",Beim Einkaufen achte ich auf den Preis,Mit genug Geld kannst tz viele Träume verwirklichen,Der Finanzmarkt beschäftigt sich mit Geldflüssen auf der ganzen Welt,Geldnöte können im Alltag zu Angst und Stress führen,Nach jahrelanger Arbeit erhielt sie endlich eine Gehaltserhöhung,"Ich muss mein monatliches, knappes Budget neu überdenken","Macht und Geld ermöglichen es mir, meine Träume zu erfüllen","Die Teilnehmer wurden gebeten, über ihre aktuellen Geldausgaben nachzudenken",Das Kind kauft vor der Schule kleine Kaugummis,2,1,2,2,1,2,4,3,3,3,3,3,5,6,5,6,5,3,3,2,2,7,7,7,7,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,2,3,3,5,2,5,5,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Priming,Block1
0,100,3812,1,2024-05-08T19:38:19Z,NA,anonymous,DE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,6,6,1,1,1,6,3,5,6,5,5,6,6,7,6,6,6,6,6,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,Grossartige Arbeit,Am zweiten Dienstag des Monats gehe ich immer tanzen,Die Anzahl der besuchten Kurse stieg mit seinem Wissen,Kontinuität ist ein langfristiger Schlüssel zum Erfolg,Nach dem Weg nach Hause habe ich meine Kopfhörer verloren,"Damit ich von meinem Freund einen Apfel bekomme, gebe ich ihm Schokolade","Morgen stehe ich auf, um den Alltag zu bestreiten",Beim Einkaufen wähle ich Produkte intuitiv aus,Mit genug Willenskraft kannst du viele Träume verwirklichen,Reiseunternehmen beschäftigen sich mit Reisen in Ländern auf der ganzen Welt,Ein Mangel an Urlaub kann zu Angst und Stress im Alltag führen,Nach jahrelanger Abklärung erhielt sie endlich die Bewilligung,Ich muss mein ungesundes kalorienreiches Essverhalten neu überdenken,NA,"Die Teilnehmer wurden gebeten, über ihre täglichen Routinen nachzudenken",Das kleine Kind kaut Kaugummi vor der Schule,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,2,6,3,2,2,6,2,Control,Block2
0,100,825,1,2024-05-08T20:51:07Z,NA,anonymous,DE,Ich bezahle immer am zweiten Dienstag des Monats meine Rechnungen,Sein Vermögen wuchs durch kluge Investitionen in Aktien,Sparen ist der lanfgristge Schüssel zur finanziellen Stabilität,Auf dem Weg nach Hause velor ich meine Brieftasche,Ich gebe einem Freund Geld Amit ich Schokolade bekomme,Ich stehe am Morgen auf um Geld zu verdienen,Beim Einkaufen achte ich auf dem Preis,Mit genug Geld kannst du viele Träume verwirklichen,Der Finanzmarkt beschäftigt sich mit Geldflüssen auf der ganzen Welt,Geldnöte können zu Stress und Angst im Alltag führen,Nach jahrelanger Arbeit erhielt sie eine Gehaltserhöhung,Ich muss mein knappes monatliches Budget neu überdenken,"Macht und Geld ermögliche es mir, meine Träume zu erfüllen",Die Teilnehmer wurde gebeten über ihre aktuellen Geldausgaben nachzudenken,Das kleine Kind kauft vor der Schule Kaugummis,1,1,2,1,2,3,2,4,3,1,2,1,2,6,7,6,7,3,2,4,3,6,6,7,6,NA,NA,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,2,NA,NA,1,2,NA,NA,1,NA,2,3,5,6,3,5,4,2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Priming,Block2
0,100,2761,1,2024-05-08T21:39:56Z,NA,anonymous,DE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,1,1,3,2,2,2,3,5,6,5,6,6,5,2,4,5,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ich gehe am zweiten Dienstag des Monats immer ins Tanzen,Sein Wissen stieg mit der Anzahl besuchter KurseSchlüssel ost,Kontinuität ist der Schlüssel zu langfristigem Erfolg,Auf dem Weg nach Hause verlor ich meine Kopfhörer,"Damit ich von meinem Freund einen Apfel bekomme, gebe ich ihm Schokolade","Ich stehe am Morgen auf, um den Alltag zu bestreiten",Beim Einkaufen wähle ich Produkte der Intuition nach,Mit genug Willenskraft kannst du viele Träume verwirklichen,Reiseunternehmen beschäftigen sich mit Ländern auf der ganzen Welt,Ferienmangel kann zu Angst und Stress im Alltag führen,Nach jahrelanger Abklärung erhielt sie endlich eine Bewilligung,"Ich muss mein ungesundes, kalorienreiches Essverhalten überdenken","Fleiss und aktives Engagement ermöglichen mir, meine Träume zu erfüllen","Die Teilnehmer wurden gebeten, über ihre täglichen Routinen nachzudenken",Das kleine Kind kaut Kaugummis vor der Schule,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,3,NA,NA,NA,NA,1,2,NA,NA,2,NA,3,1,NA,NA,NA,5,6,2,6,5,2,5,3,Control,Block2
