episode_date,show,mix_no,mix,t_s,bpm,key,artist,title,timeskew,frequencyskew,track_no
2026-01-23,Unlimited,1,DJ Functionist Hour 1,1950,126.0,852606846,Honey Dijon,Slight Werk (feat. Bree Runway) [Club Mix],-0.00014233589,0.0,8
2026-01-23,Unlimited,1,DJ Functionist Hour 1,1980,,852606846,Honey Dijon,Slight Werk (feat. Bree Runway) [Club Mix],-0.0001322031,-4.029274e-05,8
2026-01-23,Unlimited,1,DJ Functionist Hour 1,2010,,852606846,Honey Dijon,Slight Werk (feat. Bree Runway) [Club Mix],-3.772974e-05,-8.0525875e-05,8
2026-01-23,Unlimited,1,DJ Functionist Hour 1,2040,,,,,,,
2026-01-23,Unlimited,1,DJ Functionist Hour 1,2070,,81859776,Todd Terry Project,Just Wanna Dance (Original Mix),0.029309869,-0.0033772588,9
2026-01-23,Unlimited,1,DJ Functionist Hour 1,2100,126.0,81859776,Todd Terry Project,Just Wanna Dance (Original Mix),0.028937459,-0.0025742054,9
2026-01-23,Unlimited,1,DJ Functionist Hour 1,2130,,81859776,Todd Terry Project,Just Wanna Dance (Original Mix),0.029132605,-0.0034093857,9
2026-01-23,Unlimited,1,DJ Functionist Hour 1,2160,,,,,,,
2026-01-23,Unlimited,1,DJ Functionist Hour 1,2190,126.1,81859776,Todd Terry Project,Just Wanna Dance (Original Mix),0.02824676,-0.003163159,9
2026-01-23,Unlimited,1,DJ Functionist Hour 1,2220,126.1,840332633,Session Victim,Broken Coast (feat. Viken Arman),0.02393949,-0.001408577,10
2026-01-23,Unlimited,1,DJ Functionist Hour 1,2250,126.0,840332633,Session Victim,Broken Coast (feat. Viken Arman),0.02371645,-0.001850903,10
2026-01-23,Unlimited,1,DJ Functionist Hour 1,2280,125.9,840332633,Session Victim,Broken Coast (feat. Viken Arman),0.023569584,-0.00092583895,10
2026-01-23,Unlimited,1,DJ Functionist Hour 1,2310,126.0,438551176,Eli & Fur,Parfume (Dosem Remix),0.02510953,0.029711843,
2026-01-23,Unlimited,1,DJ Functionist Hour 1,2340,125.9,840332633,Session Victim,Broken Coast (feat. Viken Arman),0.024221182,-0.00068444014,10
2026-01-23,Unlimited,1,DJ Functionist Hour 1,2370,,840332633,Session Victim,Broken Coast (feat. Viken Arman),0.033429027,0.001666069,10
2026-01-23,Unlimited,1,DJ Functionist Hour 1,2400,125.9,840332633,Session Victim,Broken Coast (feat. Viken Arman),0.025280952,-0.0010063648,10
2026-01-23,Unlimited,1,DJ Functionist Hour 1,2430,126.1,840332633,Session Victim,Broken Coast (feat. Viken Arman),0.024874568,-0.0013338923,10
2026-01-23,Unlimited,1,DJ Functionist Hour 1,2460,,840332633,Session Victim,Broken Coast (feat. Viken Arman),0.023193598,-0.0012879372,10
2026-01-23,Unlimited,1,DJ Functionist Hour 1,2490,125.8,840332633,Session Victim,Broken Coast (feat. Viken Arman),0.024254322,-0.0017302632,10
2026-01-23,Unlimited,1,DJ Functionist Hour 1,2520,126.2,840332633,Session Victim,Broken Coast (feat. Viken Arman),0.023622751,-0.00060391426,10
2026-01-23,Unlimited,1,DJ Functionist Hour 1,2550,126.0,499536022,Mike Dunn,Natural High (Mike Dunn Black Glitter Extended Mixx),0.016233683,-0.0010867715,11
2026-01-23,Unlimited,1,DJ Functionist Hour 1,2580,,499536022,Mike Dunn,Natural High (Mike Dunn Black Glitter Extended Mixx),0.016470075,-0.001850903,11
2026-01-23,Unlimited,1,DJ Functionist Hour 1,2610,,499536022,Mike Dunn,Natural High (Mike Dunn Black Glitter Extended Mixx),0.016291738,-0.0020518303,11
2026-01-23,Unlimited,1,DJ Functionist Hour 1,2640,126.0,499536022,Mike Dunn,Natural High (Mike Dunn Black Glitter Extended Mixx),0.015982151,-0.001850903,11
2026-01-23,Unlimited,1,DJ Functionist Hour 1,2670,126.0,499536022,Mike Dunn,Natural High (Mike Dunn Black Glitter Extended Mixx),0.016274929,-0.0018910766,11
2026-01-23,Unlimited,1,DJ Functionist Hour 1,2700,,499536022,Mike Dunn,Natural High (Mike Dunn Black Glitter Extended Mixx),0.016142488,-0.0017704964,11
2026-01-23,Unlimited,1,DJ Functionist Hour 1,2730,,499536022,Mike Dunn,Natural High (Mike Dunn Black Glitter Extended Mixx),0.016088963,-0.0015694499,11
2026-01-23,Unlimited,1,DJ Functionist Hour 1,2760,126.0,499536022,Mike Dunn,Natural High (Mike Dunn Black Glitter Extended Mixx),0.01584816,-0.0017704964,11
2026-01-23,Unlimited,1,DJ Functionist Hour 1,2790,126.1,499536022,Mike Dunn,Natural High (Mike Dunn Black Glitter Extended Mixx),0.016208768,-0.0014488101,11
2026-01-23,Unlimited,1,DJ Functionist Hour 1,2820,,499536022,Mike Dunn,Natural High (Mike Dunn Black Glitter Extended Mixx),0.015749574,-0.0017168522,11
2026-01-23,Unlimited,1,DJ Functionist Hour 1,2850,,499536022,Mike Dunn,Natural High (Mike Dunn Black Glitter Extended Mixx),0.016157508,-0.0016632676,11
2026-01-23,Unlimited,1,DJ Functionist Hour 1,2880,,499536022,Mike Dunn,Natural High (Mike Dunn Black Glitter Extended Mixx),0.01620853,-0.0016555786,11
2026-01-23,Unlimited,1,DJ Functionist Hour 1,2910,126.0,499536022,Mike Dunn,Natural High (Mike Dunn Black Glitter Extended Mixx),0.016217113,-0.0016096234,11
2026-01-23,Unlimited,1,DJ Functionist Hour 1,2940,116.9,,,,,,
2026-01-23,Unlimited,1,DJ Functionist Hour 1,2970,117.0,,,,,,
2026-01-23,Unlimited,1,DJ Functionist Hour 1,3000,117.0,,,,,,
2026-01-23,Unlimited,1,DJ Functionist Hour 1,3030,117.0,,,,,,
2026-01-23,Unlimited,1,DJ Functionist Hour 1,3060,117.0,,,,,,
2026-01-23,Unlimited,1,DJ Functionist Hour 1,3090,117.0,,,,,,
2026-01-23,Unlimited,1,DJ Functionist Hour 1,3120,116.8,,,,,,
2026-01-23,Unlimited,1,DJ Functionist Hour 1,3150,117.3,,,,,,
2026-01-23,Unlimited,1,DJ Functionist Hour 1,3180,117.0,,,,,,
2026-01-23,Unlimited,1,DJ Functionist Hour 1,3210,117.0,,,,,,
2026-01-23,Unlimited,1,DJ Functionist Hour 1,3240,,650155613,Paysage,Try Me,-0.032632113,-0.00060391426,
2026-01-23,Unlimited,1,DJ Functionist Hour 1,3270,,,,,,,
2026-01-23,Unlimited,1,DJ Functionist Hour 1,3300,,,,,,,
2026-01-23,Unlimited,1,DJ Functionist Hour 1,3330,,,,,,,
2026-01-23,Unlimited,1,DJ Functionist Hour 1,3360,,,,,,,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,0,,,,,,,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,30,140.3,,,,,,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,60,140.6,,,,,,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,90,140.3,858210599,Classical Hits & Dub Assembly,Inner Gates,-0.025214612,-0.0089351535,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,120,140.5,699809239,Cipher Nova,Dancefloor Delight,-0.011299491,-0.012550414,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,150,140.3,,,,,,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,180,140.4,,,,,,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,210,140.6,,,,,,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,240,140.3,,,,,,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,270,,,,,,,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,300,140.3,,,,,,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,330,140.2,,,,,,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,360,140.7,,,,,,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,390,,87213338,Darude,Sandstorm,0.006154418,-0.008381903,1
2026-01-23,Unlimited,2,DJ Functionist Hour 2,420,,87213338,Darude,Sandstorm,0.0058208704,-0.008701324,1
2026-01-23,Unlimited,2,DJ Functionist Hour 2,450,,,,,,,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,480,139.1,,,,,,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,510,,87213338,Darude,Sandstorm,0.0063171387,-0.009071946,1
2026-01-23,Unlimited,2,DJ Functionist Hour 2,540,,,,,,,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,570,,87213338,Darude,Sandstorm,0.005795598,-0.0092999935,1
2026-01-23,Unlimited,2,DJ Functionist Hour 2,600,,87213338,Darude,Sandstorm,0.00561738,-0.008250654,1
2026-01-23,Unlimited,2,DJ Functionist Hour 2,630,93.6,87213338,Darude,Sandstorm,0.0064252615,-0.008022368,1
2026-01-23,Unlimited,2,DJ Functionist Hour 2,660,,87213338,Darude,Sandstorm,0.0062731504,-0.008448422,1
2026-01-23,Unlimited,2,DJ Functionist Hour 2,690,,,,,,,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,720,138.7,,,,,,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,750,,,,,,,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,780,,,,,,,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,810,,,,,,,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,840,138.6,,,,,,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,870,138.0,,,,,,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,900,,,,,,,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,930,,,,,,,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,960,137.8,,,,,,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,990,,,,,,,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,1020,137.8,,,,,,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,1050,137.9,,,,,,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,1080,,,,,,,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,1110,,,,,,,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,1140,,,,,,,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,1170,137.9,,,,,,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,1200,137.7,713690806,Chris Lake & Disclosure,in2minds,0.0131185055,0.0,2
2026-01-23,Unlimited,2,DJ Functionist Hour 2,1230,137.0,713690806,Chris Lake & Disclosure,in2minds,0.00793159,0.0,2
2026-01-23,Unlimited,2,DJ Functionist Hour 2,1260,137.1,713690806,Chris Lake & Disclosure,in2minds,0.008019686,0.0,2
2026-01-23,Unlimited,2,DJ Functionist Hour 2,1290,137.1,713690806,Chris Lake & Disclosure,in2minds,0.008007884,-8.0525875e-05,2
2026-01-23,Unlimited,2,DJ Functionist Hour 2,1320,,713690806,Chris Lake & Disclosure,in2minds,0.007959008,0.0,2
2026-01-23,Unlimited,2,DJ Functionist Hour 2,1350,,713690806,Chris Lake & Disclosure,in2minds,0.0078030825,-0.00016111135,2
2026-01-23,Unlimited,2,DJ Functionist Hour 2,1380,136.9,701963803,Deetron presents Soulmate,Filter (Body Mix),0.007894158,-0.00016111135,3
2026-01-23,Unlimited,2,DJ Functionist Hour 2,1410,137.3,701963803,Deetron presents Soulmate,Filter (Body Mix),0.008044362,0.00012087822,3
2026-01-23,Unlimited,2,DJ Functionist Hour 2,1440,,701963734,Deetron presents Soulmate,Filter Dub,0.028167844,-6.443262e-05,3
2026-01-23,Unlimited,2,DJ Functionist Hour 2,1470,68.5,701963734,Deetron presents Soulmate,Filter Dub,0.02779746,8.058548e-05,3
2026-01-23,Unlimited,2,DJ Functionist Hour 2,1500,136.8,701963734,Deetron presents Soulmate,Filter Dub,0.02824223,0.00020134449,3
2026-01-23,Unlimited,2,DJ Functionist Hour 2,1530,,701963803,Deetron presents Soulmate,Filter (Body Mix),0.008190274,0.0,3
2026-01-23,Unlimited,2,DJ Functionist Hour 2,1560,,701963734,Deetron presents Soulmate,Filter Dub,0.028262615,5.364418e-05,3
2026-01-23,Unlimited,2,DJ Functionist Hour 2,1590,68.6,701963803,Deetron presents Soulmate,Filter (Body Mix),0.00742352,-0.000120818615,3
2026-01-23,Unlimited,2,DJ Functionist Hour 2,1620,136.9,,,,,,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,1650,101.6,,,,,,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,1680,,,,,,,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,1710,,,,,,,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,1740,135.0,,,,,,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,1770,135.2,,,,,,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,1800,135.3,,,,,,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,1830,,,,,,,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,1860,135.1,,,,,,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,1890,,,,,,,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,1920,101.3,,,,,,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,1950,134.8,843556927,DJ Markuz,Someone Call a Dj,0.013079166,-0.0003221631,4
2026-01-23,Unlimited,2,DJ Functionist Hour 2,1980,135.0,843556927,DJ Markuz,Someone Call a Dj,0.013360858,-0.00012886524,4
2026-01-23,Unlimited,2,DJ Functionist Hour 2,2010,,843556927,DJ Markuz,Someone Call a Dj,0.013616443,-0.00016111135,4
2026-01-23,Unlimited,2,DJ Functionist Hour 2,2040,135.0,843556927,DJ Markuz,Someone Call a Dj,0.013357878,0.0,4
2026-01-23,Unlimited,2,DJ Functionist Hour 2,2070,135.1,843556927,DJ Markuz,Someone Call a Dj,0.013263702,0.0,4
2026-01-23,Unlimited,2,DJ Functionist Hour 2,2100,,843556927,DJ Markuz,Someone Call a Dj,0.013037801,0.00016105175,4
2026-01-23,Unlimited,2,DJ Functionist Hour 2,2130,135.3,843556927,DJ Markuz,Someone Call a Dj,0.013339281,-0.00016111135,4
2026-01-23,Unlimited,2,DJ Functionist Hour 2,2160,,843556927,DJ Markuz,Someone Call a Dj,0.013471246,0.0,4
2026-01-23,Unlimited,2,DJ Functionist Hour 2,2190,134.9,843556927,DJ Markuz,Someone Call a Dj,0.013440132,-0.00016111135,4
2026-01-23,Unlimited,2,DJ Functionist Hour 2,2220,134.8,843556927,DJ Markuz,Someone Call a Dj,0.013645172,0.0,4
2026-01-23,Unlimited,2,DJ Functionist Hour 2,2250,134.8,843556927,DJ Markuz,Someone Call a Dj,0.0135707855,-0.00036239624,4
2026-01-23,Unlimited,2,DJ Functionist Hour 2,2280,134.8,843556927,DJ Markuz,Someone Call a Dj,0.014062285,8.058548e-05,4
2026-01-23,Unlimited,2,DJ Functionist Hour 2,2310,135.0,843556927,DJ Markuz,Someone Call a Dj,0.013906598,9.202957e-05,4
2026-01-23,Unlimited,2,DJ Functionist Hour 2,2340,,52101966,Nail,Optimus,0.059065223,0.0020426512,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,2370,,,,,,,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,2400,134.8,60647724,Class Action & Simmons & Christopher,Weekend 2006 (2 Elements Remix),0.04630363,-0.0013798475,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,2430,133.4,5879677,Sonz of a Loop da Loop Era,Far out,-0.0056461096,-9.202957e-05,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,2460,133.6,45063022,Rank 1,Airwave (Radio Vocal Edit),-0.015769184,-0.019019306,5
2026-01-23,Unlimited,2,DJ Functionist Hour 2,2490,133.9,,,,,,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,2520,,89655122,Stefan Groove,Do What You Like (Stefan Groove Remix),0.044212937,0.0023224354,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,2550,133.9,229252,Alice Deejay,Better Off Alone,-0.022657514,-0.024581969,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,2580,133.8,76093222,Jack Ward,Respex,-0.030366182,-0.039473534,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,2610,66.8,528288474,Pangaea,Like This (Full Mix),0.012973309,0.0,6
2026-01-23,Unlimited,2,DJ Functionist Hour 2,2640,,45063022,Rank 1,Airwave (Radio Vocal Edit),-0.015931487,-0.02054429,5
2026-01-23,Unlimited,2,DJ Functionist Hour 2,2670,,10343739,The Quest,C Sharp,-0.02150631,-0.023308337,7
2026-01-23,Unlimited,2,DJ Functionist Hour 2,2700,,528288474,Pangaea,Like This (Full Mix),0.0074718,-0.00016111135,6
2026-01-23,Unlimited,2,DJ Functionist Hour 2,2730,,528288474,Pangaea,Like This (Full Mix),0.0075950623,-0.00020134449,6
2026-01-23,Unlimited,2,DJ Functionist Hour 2,2760,99.8,10343739,The Quest,C Sharp,-0.021930873,-0.023284733,7
2026-01-23,Unlimited,2,DJ Functionist Hour 2,2790,,10343739,The Quest,C Sharp,-0.022490978,-0.023245454,7
2026-01-23,Unlimited,2,DJ Functionist Hour 2,2820,,10343739,The Quest,C Sharp,-0.022416651,-0.022812605,7
2026-01-23,Unlimited,2,DJ Functionist Hour 2,2850,,45063022,Rank 1,Airwave (Radio Vocal Edit),-0.021085143,-0.02130282,5
2026-01-23,Unlimited,2,DJ Functionist Hour 2,2880,,10343739,The Quest,C Sharp,-0.022291243,-0.023048699,7
2026-01-23,Unlimited,2,DJ Functionist Hour 2,2910,66.5,,,,,,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,2940,66.4,,,,,,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,2970,66.5,5170191,Basement Jaxx,Where’s Your Head At,0.036387682,0.0006445646,8
2026-01-23,Unlimited,2,DJ Functionist Hour 2,3000,,5170191,Basement Jaxx,Where’s Your Head At,0.040720344,0.0007251501,8
2026-01-23,Unlimited,2,DJ Functionist Hour 2,3030,132.9,5170191,Basement Jaxx,Where’s Your Head At,0.03933561,-0.0016900897,8
2026-01-23,Unlimited,2,DJ Functionist Hour 2,3060,66.5,5170191,Basement Jaxx,Where’s Your Head At,0.032185197,-0.0005636811,8
2026-01-23,Unlimited,2,DJ Functionist Hour 2,3090,66.5,5170191,Basement Jaxx,Where’s Your Head At,0.03819096,0.0016123056,8
2026-01-23,Unlimited,2,DJ Functionist Hour 2,3120,,891701855,Pancratio,Be Yourself,-0.022254229,0.0065727234,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,3150,66.5,,,,,,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,3180,132.8,,,,,,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,3210,133.1,,,,,,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,3240,,,,,,,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,3270,,,,,,,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,3300,99.8,,,,,,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,3330,,,,,,,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,3360,,,,,,,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,3390,,,,,,,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,3420,,,,,,,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,3450,,,,,,,
2026-01-23,Unlimited,2,DJ Functionist Hour 2,3480,,,,,,,
2026-01-23,Unlimited,3,DJ Beware,0,,,,,,,
2026-01-23,Unlimited,3,DJ Beware,30,125.0,,,,,,
2026-01-23,Unlimited,3,DJ Beware,60,125.0,,,,,,
2026-01-23,Unlimited,3,DJ Beware,90,125.0,830571979,"Freaky DJ's, Majewski, CASTRØ & NeverSleepSongs",Desired (feat. NeverSleepSongs),0.040931106,0.035853863,
2026-01-23,Unlimited,3,DJ Beware,120,125.0,,,,,,
2026-01-23,Unlimited,3,DJ Beware,150,124.9,,,,,,
2026-01-23,Unlimited,3,DJ Beware,180,125.4,,,,,,
2026-01-23,Unlimited,3,DJ Beware,210,125.0,,,,,,
2026-01-23,Unlimited,3,DJ Beware,240,,,,,,,
2026-01-23,Unlimited,3,DJ Beware,270,125.0,,,,,,
2026-01-23,Unlimited,3,DJ Beware,300,124.9,,,,,,
2026-01-23,Unlimited,3,DJ Beware,330,125.1,,,,,,
2026-01-23,Unlimited,3,DJ Beware,360,125.0,,,,,,
2026-01-23,Unlimited,3,DJ Beware,390,125.0,,,,,,
2026-01-23,Unlimited,3,DJ Beware,420,125.0,401100061,Township Rebellion,Ramses,0.017385125,0.016567469,
2026-01-23,Unlimited,3,DJ Beware,450,125.0,,,,,,
2026-01-23,Unlimited,3,DJ Beware,480,125.0,,,,,,
2026-01-23,Unlimited,3,DJ Beware,510,124.8,,,,,,
2026-01-23,Unlimited,3,DJ Beware,540,125.0,,,,,,
2026-01-23,Unlimited,3,DJ Beware,570,125.0,,,,,,
2026-01-23,Unlimited,3,DJ Beware,600,125.0,,,,,,
2026-01-23,Unlimited,3,DJ Beware,630,125.1,,,,,,
2026-01-23,Unlimited,3,DJ Beware,660,125.3,,,,,,
2026-01-23,Unlimited,3,DJ Beware,690,125.0,,,,,,
2026-01-23,Unlimited,3,DJ Beware,720,125.2,,,,,,
2026-01-23,Unlimited,3,DJ Beware,750,125.0,,,,,,
2026-01-23,Unlimited,3,DJ Beware,780,125.3,,,,,,
2026-01-23,Unlimited,3,DJ Beware,810,125.1,,,,,,
2026-01-23,Unlimited,3,DJ Beware,840,125.3,,,,,,
2026-01-23,Unlimited,3,DJ Beware,870,124.9,228055311,Festiva,Cerberus,-0.0006942749,0.0045856237,
2026-01-23,Unlimited,3,DJ Beware,900,125.2,,,,,,
2026-01-23,Unlimited,3,DJ Beware,930,125.0,,,,,,
2026-01-23,Unlimited,3,DJ Beware,960,,,,,,,
2026-01-23,Unlimited,3,DJ Beware,990,,,,,,,
2026-01-23,Unlimited,3,DJ Beware,1020,124.9,532963186,brando,Look into My Eyes (Hugel & Hugo Cantarra Extended Remix),0.014841557,0.018972158,1
2026-01-23,Unlimited,3,DJ Beware,1050,125.2,,,,,,
2026-01-23,Unlimited,3,DJ Beware,1080,125.1,600489538,"Kungs, Dubdogz & JØRD","Lipstick (Dubdogz, JØRD Remix)",-0.0075742006,-0.00021475554,
2026-01-23,Unlimited,3,DJ Beware,1110,125.2,532963186,brando,Look into My Eyes (Hugel & Hugo Cantarra Extended Remix),0.017351747,0.017550468,1
2026-01-23,Unlimited,3,DJ Beware,1140,125.1,,,,,,
2026-01-23,Unlimited,3,DJ Beware,1170,125.1,,,,,,
2026-01-23,Unlimited,3,DJ Beware,1200,124.9,,,,,,
2026-01-23,Unlimited,3,DJ Beware,1230,125.3,313867991,Elio Riso & Lucio Spain,Breaking Minds,0.015275955,0.017632484,2
2026-01-23,Unlimited,3,DJ Beware,1260,124.8,313867991,Elio Riso & Lucio Spain,Breaking Minds,0.016216874,0.017714381,2
2026-01-23,Unlimited,3,DJ Beware,1290,,313867991,Elio Riso & Lucio Spain,Breaking Minds,0.016373754,0.018206358,2
2026-01-23,Unlimited,3,DJ Beware,1320,124.9,313867991,Elio Riso & Lucio Spain,Breaking Minds,0.015735865,0.018001318,2
2026-01-23,Unlimited,3,DJ Beware,1350,125.3,,,,,,
2026-01-23,Unlimited,3,DJ Beware,1380,124.9,313867991,Elio Riso & Lucio Spain,Breaking Minds,0.016494155,0.017632484,2
2026-01-23,Unlimited,3,DJ Beware,1410,125.3,,,,,,
2026-01-23,Unlimited,3,DJ Beware,1440,125.0,,,,,,
2026-01-23,Unlimited,3,DJ Beware,1470,125.1,,,,,,
2026-01-23,Unlimited,3,DJ Beware,1500,125.0,,,,,,
2026-01-23,Unlimited,3,DJ Beware,1530,125.0,,,,,,
2026-01-23,Unlimited,3,DJ Beware,1560,125.0,,,,,,
2026-01-23,Unlimited,3,DJ Beware,1590,125.2,,,,,,
2026-01-23,Unlimited,3,DJ Beware,1620,125.0,,,,,,
2026-01-23,Unlimited,3,DJ Beware,1650,125.0,347342945,Crystal Waters & Richey Profond,Gypsy Woman (Richey Profond Remix),0.017887115,0.0037659407,3
2026-01-23,Unlimited,3,DJ Beware,1680,,,,,,,
2026-01-23,Unlimited,3,DJ Beware,1710,125.0,,,,,,
2026-01-23,Unlimited,3,DJ Beware,1740,,145852036,Maae,The Man,-0.008121967,-0.008767843,
2026-01-23,Unlimited,3,DJ Beware,1770,125.0,,,,,,
2026-01-23,Unlimited,3,DJ Beware,1800,125.0,,,,,,
2026-01-23,Unlimited,3,DJ Beware,1830,125.2,,,,,,
2026-01-23,Unlimited,3,DJ Beware,1860,125.0,56479524,SolyMar & Megamen,All I Need,-0.00097078085,0.0016123056,
2026-01-23,Unlimited,3,DJ Beware,1890,125.0,518067641,PAX & Rui Da Silva,Touch Me (Pax & Rui Da Silva Extended Version),-0.007855058,0.007020712,
2026-01-23,Unlimited,3,DJ Beware,1920,125.1,458382453,Teddy Pendergrass,I Don't Love You Anymore (Damian Lazarus Re-Shape),0.00012671947,0.0054922104,
2026-01-23,Unlimited,3,DJ Beware,1950,125.0,81345703,Crystal Waters,Gypsy Woman (Dj Teddy Douglas Re-edit),0.04153967,0.041095734,3
2026-01-23,Unlimited,3,DJ Beware,1980,125.2,,,,,,
2026-01-23,Unlimited,3,DJ Beware,2010,,821826793,Andrewboy & Che Jose,Impulse,-0.013904095,-0.00010740757,
2026-01-23,Unlimited,3,DJ Beware,2040,,,,,,,
2026-01-23,Unlimited,3,DJ Beware,2070,124.9,,,,,,
2026-01-23,Unlimited,3,DJ Beware,2100,,,,,,,
2026-01-23,Unlimited,3,DJ Beware,2130,,,,,,,
2026-01-23,Unlimited,3,DJ Beware,2160,124.9,297000567,Chris Fortier & Neil Kolo,All I Got (Chris Fortier 20yr Dub),0.015831709,0.006418228,
2026-01-23,Unlimited,3,DJ Beware,2190,124.9,,,,,,
2026-01-23,Unlimited,3,DJ Beware,2220,125.3,,,,,,
2026-01-23,Unlimited,3,DJ Beware,2250,124.9,,,,,,
2026-01-23,Unlimited,3,DJ Beware,2280,,,,,,,
2026-01-23,Unlimited,3,DJ Beware,2310,,,,,,,
2026-01-23,Unlimited,3,DJ Beware,2340,125.1,,,,,,
2026-01-23,Unlimited,3,DJ Beware,2370,125.0,,,,,,
2026-01-23,Unlimited,3,DJ Beware,2400,,,,,,,
2026-01-23,Unlimited,3,DJ Beware,2430,125.4,,,,,,
2026-01-23,Unlimited,3,DJ Beware,2460,,,,,,,
2026-01-23,Unlimited,3,DJ Beware,2490,,,,,,,
2026-01-23,Unlimited,3,DJ Beware,2520,125.2,,,,,,
2026-01-23,Unlimited,3,DJ Beware,2550,,,,,,,
2026-01-23,Unlimited,3,DJ Beware,2580,124.5,,,,,,
2026-01-23,Unlimited,3,DJ Beware,2610,124.8,,,,,,
2026-01-23,Unlimited,3,DJ Beware,2640,,,,,,,
2026-01-23,Unlimited,3,DJ Beware,2670,125.3,357412198,Wigbert,Balance,-0.0012081265,0.00048339367,
2026-01-23,Unlimited,3,DJ Beware,2700,125.0,,,,,,
2026-01-23,Unlimited,3,DJ Beware,2730,124.0,821169602,BeatSaga,Orbit Drift,0.04116285,0.044371367,
2026-01-23,Unlimited,3,DJ Beware,2760,,671059523,Jdr,Ese Sonidito,-0.0070261955,-0.0077027082,
2026-01-23,Unlimited,3,DJ Beware,2790,125.0,,,,,,
2026-01-23,Unlimited,3,DJ Beware,2820,,,,,,,
2026-01-23,Unlimited,3,DJ Beware,2850,,261535415,Seaside Houz Boyz,I Luv My Life,-0.019771934,-0.024424851,
2026-01-23,Unlimited,3,DJ Beware,2880,,,,,,,
2026-01-23,Unlimited,3,DJ Beware,2910,125.0,,,,,,
2026-01-23,Unlimited,3,DJ Beware,2940,125.0,682464315,atone,Loop,0.002630949,0.0025000572,4
2026-01-23,Unlimited,3,DJ Beware,2970,124.8,682464315,atone,Loop,0.0039155483,0.0031867027,4
