ID,study,position,price,level,order,answers
26hTwp0xMc,1a,unten,L,L1,1,300
26hTwp0xMc,1a,unten,L,L2,1,80
26hTwp0xMc,1a,unten,L,L3,1,15
26hTwp0xMc,1a,unten,L,L4,1,80000
26hTwp0xMc,1a,unten,L,L5,1,70
26hTwp0xMc,1b,oben,A,A1,2,7
26hTwp0xMc,1b,oben,A,A2,2,6
26hTwp0xMc,1b,oben,A,A3,2,6
26hTwp0xMc,1b,oben,A,A4,2,7
26hTwp0xMc,1b,oben,A,A5,2,4
26hTwp0xMc,2,unten,A,A1,3,7
26hTwp0xMc,2,unten,A,A2,3,1
26hTwp0xMc,2,unten,A,A3,3,1
26hTwp0xMc,2,unten,A,A4,3,8
26hTwp0xMc,2,unten,A,A5,3,1
ECtfHyRi7e,1a,unten,A,A1,1,10
ECtfHyRi7e,1a,unten,A,A2,1,30
ECtfHyRi7e,1a,unten,A,A3,1,3
ECtfHyRi7e,1a,unten,A,A4,1,15
ECtfHyRi7e,1a,unten,A,A5,1,30
ECtfHyRi7e,1b,unten,L,L1,2,7
ECtfHyRi7e,1b,unten,L,L3,2,8
ECtfHyRi7e,1b,unten,L,L4,2,8
ECtfHyRi7e,1b,unten,L,L5,2,3
ECtfHyRi7e,2,oben,A,A1,3,9
ECtfHyRi7e,2,oben,A,A2,3,2
ECtfHyRi7e,2,oben,A,A4,3,7
ECtfHyRi7e,2,oben,A,A5,3,6
UTmJiSIpYf,1a,oben,L,L1,2,900
UTmJiSIpYf,1a,oben,L,L2,2,7
UTmJiSIpYf,1a,oben,L,L3,2,10
UTmJiSIpYf,1a,oben,L,L4,2,40000
UTmJiSIpYf,1a,oben,L,L5,2,80
UTmJiSIpYf,1b,oben,L,L1,3,7
UTmJiSIpYf,1b,oben,L,L2,3,7
UTmJiSIpYf,1b,oben,L,L4,3,9
UTmJiSIpYf,1b,oben,L,L5,3,8
UTmJiSIpYf,2,oben,L,L1,1,2
UTmJiSIpYf,2,oben,L,L2,1,3
UTmJiSIpYf,2,oben,L,L3,1,1
UTmJiSIpYf,2,oben,L,L4,1,1
UTmJiSIpYf,2,oben,L,L5,1,1
RsERZG0Ii6,1a,unten,A,A1,3,7
RsERZG0Ii6,1a,unten,A,A2,3,5
RsERZG0Ii6,1a,unten,A,A3,3,1
RsERZG0Ii6,1a,unten,A,A4,3,6
RsERZG0Ii6,1a,unten,A,A5,3,35
RsERZG0Ii6,1b,unten,L,L1,1,7
RsERZG0Ii6,1b,unten,L,L2,1,7
RsERZG0Ii6,1b,unten,L,L3,1,8
RsERZG0Ii6,1b,unten,L,L4,1,9
RsERZG0Ii6,1b,unten,L,L5,1,8
RsERZG0Ii6,2,oben,A,A1,2,9
RsERZG0Ii6,2,oben,A,A2,2,7
RsERZG0Ii6,2,oben,A,A4,2,6
RsERZG0Ii6,2,oben,A,A5,2,8
PZxyfKjoS8,1a,oben,L,L1,3,300
PZxyfKjoS8,1a,oben,L,L2,3,30
PZxyfKjoS8,1a,oben,L,L3,3,20
PZxyfKjoS8,1a,oben,L,L4,3,30000
PZxyfKjoS8,1a,oben,L,L5,3,40
PZxyfKjoS8,1b,unten,A,A1,2,7
PZxyfKjoS8,1b,unten,A,A2,2,6
PZxyfKjoS8,1b,unten,A,A3,2,6
PZxyfKjoS8,1b,unten,A,A4,2,7
PZxyfKjoS8,2,unten,A,A1,1,2
PZxyfKjoS8,2,unten,A,A2,1,5
PZxyfKjoS8,2,unten,A,A3,1,6
PZxyfKjoS8,2,unten,A,A4,1,7
cLhjyVFtJq,1a,unten,L,L1,1,200
cLhjyVFtJq,1a,unten,L,L2,1,150
cLhjyVFtJq,1a,unten,L,L3,1,50
cLhjyVFtJq,1a,unten,L,L4,1,5000
cLhjyVFtJq,1a,unten,L,L5,1,100
cLhjyVFtJq,1b,oben,L,L1,3,3
cLhjyVFtJq,1b,oben,L,L2,3,3
cLhjyVFtJq,1b,oben,L,L3,3,3
cLhjyVFtJq,1b,oben,L,L4,3,3
cLhjyVFtJq,1b,oben,L,L5,3,3
cLhjyVFtJq,2,oben,A,A1,2,6
cLhjyVFtJq,2,oben,A,A2,2,9
cLhjyVFtJq,2,oben,A,A3,2,9
cLhjyVFtJq,2,oben,A,A4,2,8
cLhjyVFtJq,2,oben,A,A5,2,3
vYPRdS9Brq,1a,oben,A,A1,1,5.5
vYPRdS9Brq,1a,oben,A,A2,1,12.5
vYPRdS9Brq,1a,oben,A,A3,1,4.95
vYPRdS9Brq,1a,oben,A,A4,1,13.450000000000001
vYPRdS9Brq,1a,oben,A,A5,1,22.9
vYPRdS9Brq,1b,unten,A,A1,2,4
vYPRdS9Brq,1b,unten,A,A2,2,5
vYPRdS9Brq,1b,unten,A,A3,2,4
vYPRdS9Brq,1b,unten,A,A4,2,7
vYPRdS9Brq,1b,unten,A,A5,2,6
vYPRdS9Brq,2,oben,L,L1,3,1
vYPRdS9Brq,2,oben,L,L2,3,1
vYPRdS9Brq,2,oben,L,L3,3,1
vYPRdS9Brq,2,oben,L,L4,3,3
vYPRdS9Brq,2,oben,L,L5,3,1
oL2XNSfsZf,1a,oben,A,A1,2,12
oL2XNSfsZf,1a,oben,A,A2,2,8
oL2XNSfsZf,1a,oben,A,A3,2,0.5
oL2XNSfsZf,1a,oben,A,A4,2,15
oL2XNSfsZf,1a,oben,A,A5,2,40
oL2XNSfsZf,1b,unten,L,L1,3,7
oL2XNSfsZf,1b,unten,L,L2,3,7
oL2XNSfsZf,1b,unten,L,L3,3,6
oL2XNSfsZf,1b,unten,L,L4,3,9
oL2XNSfsZf,1b,unten,L,L5,3,9
oL2XNSfsZf,2,unten,L,L1,1,1
oL2XNSfsZf,2,unten,L,L2,1,1
oL2XNSfsZf,2,unten,L,L3,1,1
oL2XNSfsZf,2,unten,L,L4,1,1
oL2XNSfsZf,2,unten,L,L5,1,1
fR7EiRvuUk,1a,unten,A,A1,1,5.5
fR7EiRvuUk,1a,unten,A,A2,1,10
fR7EiRvuUk,1a,unten,A,A3,1,3
fR7EiRvuUk,1a,unten,A,A4,1,15
fR7EiRvuUk,1a,unten,A,A5,1,50
fR7EiRvuUk,1b,oben,A,A1,3,5
fR7EiRvuUk,1b,oben,A,A2,3,7
fR7EiRvuUk,1b,oben,A,A3,3,5
fR7EiRvuUk,1b,oben,A,A4,3,8
fR7EiRvuUk,1b,oben,A,A5,3,7
fR7EiRvuUk,2,unten,A,A1,2,9
fR7EiRvuUk,2,unten,A,A2,2,9
fR7EiRvuUk,2,unten,A,A3,2,1
fR7EiRvuUk,2,unten,A,A4,2,3
fR7EiRvuUk,2,unten,A,A5,2,1
bvQ92J0fno,1a,unten,L,L1,1,500
bvQ92J0fno,1a,unten,L,L2,1,25
bvQ92J0fno,1a,unten,L,L3,1,12
bvQ92J0fno,1a,unten,L,L4,1,30000
bvQ92J0fno,1a,unten,L,L5,1,55
bvQ92J0fno,1b,unten,L,L1,2,9
bvQ92J0fno,1b,unten,L,L2,2,4
bvQ92J0fno,1b,unten,L,L3,2,6
bvQ92J0fno,1b,unten,L,L4,2,7
bvQ92J0fno,1b,unten,L,L5,2,7
bvQ92J0fno,2,unten,L,L1,3,1
bvQ92J0fno,2,unten,L,L2,3,1
bvQ92J0fno,2,unten,L,L3,3,1
bvQ92J0fno,2,unten,L,L4,3,1
bvQ92J0fno,2,unten,L,L5,3,1
U3m7GAU5uj,1a,unten,A,A1,2,12
U3m7GAU5uj,1a,unten,A,A2,2,8
U3m7GAU5uj,1a,unten,A,A3,2,5
U3m7GAU5uj,1a,unten,A,A4,2,10
U3m7GAU5uj,1a,unten,A,A5,2,80
U3m7GAU5uj,1b,unten,A,A1,3,9
U3m7GAU5uj,1b,unten,A,A2,3,4
U3m7GAU5uj,1b,unten,A,A3,3,4
U3m7GAU5uj,1b,unten,A,A4,3,8
U3m7GAU5uj,1b,unten,A,A5,3,7
U3m7GAU5uj,2,oben,L,L1,1,1
U3m7GAU5uj,2,oben,L,L2,1,1
U3m7GAU5uj,2,oben,L,L3,1,1
U3m7GAU5uj,2,oben,L,L4,1,1
U3m7GAU5uj,2,oben,L,L5,1,1
djrCJ5pqPV,1a,oben,A,A1,1,7
djrCJ5pqPV,1a,oben,A,A2,1,10
djrCJ5pqPV,1a,oben,A,A3,1,3
djrCJ5pqPV,1a,oben,A,A4,1,15
djrCJ5pqPV,1a,oben,A,A5,1,30
djrCJ5pqPV,1b,unten,L,L1,3,9
djrCJ5pqPV,1b,unten,L,L2,3,9
djrCJ5pqPV,1b,unten,L,L3,3,9
djrCJ5pqPV,1b,unten,L,L4,3,9
djrCJ5pqPV,1b,unten,L,L5,3,9
djrCJ5pqPV,2,unten,A,A1,2,8
djrCJ5pqPV,2,unten,A,A2,2,8
djrCJ5pqPV,2,unten,A,A3,2,1
djrCJ5pqPV,2,unten,A,A4,2,9
Aw9tmKhZVW,1a,unten,A,A1,1,5.9
Aw9tmKhZVW,1a,unten,A,A2,1,9.9
Aw9tmKhZVW,1a,unten,A,A3,1,5.9
Aw9tmKhZVW,1a,unten,A,A4,1,24.95
Aw9tmKhZVW,1a,unten,A,A5,1,118
Aw9tmKhZVW,1b,unten,A,A1,2,5
Aw9tmKhZVW,1b,unten,A,A4,2,8
Aw9tmKhZVW,2,oben,A,A1,3,9
Aw9tmKhZVW,2,oben,A,A2,3,1
Aw9tmKhZVW,2,oben,A,A3,3,1
Aw9tmKhZVW,2,oben,A,A5,3,1
dXGhmCEXtQ,1a,oben,L,L1,3,300
dXGhmCEXtQ,1a,oben,L,L2,3,200
dXGhmCEXtQ,1a,oben,L,L3,3,150
dXGhmCEXtQ,1a,oben,L,L4,3,80000
dXGhmCEXtQ,1a,oben,L,L5,3,120
dXGhmCEXtQ,1b,oben,L,L1,1,5
dXGhmCEXtQ,1b,oben,L,L2,1,5
dXGhmCEXtQ,1b,oben,L,L3,1,9
dXGhmCEXtQ,1b,oben,L,L4,1,8
dXGhmCEXtQ,1b,oben,L,L5,1,6
dXGhmCEXtQ,2,unten,L,L1,2,1
dXGhmCEXtQ,2,unten,L,L2,2,4
dXGhmCEXtQ,2,unten,L,L3,2,2
dXGhmCEXtQ,2,unten,L,L4,2,4
dXGhmCEXtQ,2,unten,L,L5,2,9
IHpsJ1hN6F,1a,unten,L,L1,3,500
IHpsJ1hN6F,1a,unten,L,L2,3,13
IHpsJ1hN6F,1a,unten,L,L3,3,15
IHpsJ1hN6F,1a,unten,L,L4,3,35000
IHpsJ1hN6F,1a,unten,L,L5,3,99
IHpsJ1hN6F,1b,oben,A,A1,1,7
IHpsJ1hN6F,1b,oben,A,A2,1,6
IHpsJ1hN6F,1b,oben,A,A3,1,3
IHpsJ1hN6F,1b,oben,A,A4,1,8
IHpsJ1hN6F,1b,oben,A,A5,1,7
IHpsJ1hN6F,2,oben,L,L1,2,1
IHpsJ1hN6F,2,oben,L,L2,2,1
IHpsJ1hN6F,2,oben,L,L3,2,1
IHpsJ1hN6F,2,oben,L,L4,2,1
IHpsJ1hN6F,2,oben,L,L5,2,2
QwmeYPBnG0,1a,unten,A,A1,3,4.5
QwmeYPBnG0,1a,unten,A,A2,3,3.5
QwmeYPBnG0,1a,unten,A,A3,3,1.5
QwmeYPBnG0,1a,unten,A,A4,3,6
QwmeYPBnG0,1a,unten,A,A5,3,35
QwmeYPBnG0,1b,unten,L,L1,2,9
QwmeYPBnG0,1b,unten,L,L2,2,9
QwmeYPBnG0,1b,unten,L,L3,2,9
QwmeYPBnG0,1b,unten,L,L4,2,9
QwmeYPBnG0,1b,unten,L,L5,2,9
QwmeYPBnG0,2,unten,A,A1,1,4
QwmeYPBnG0,2,unten,A,A2,1,6
QwmeYPBnG0,2,unten,A,A3,1,2
QwmeYPBnG0,2,unten,A,A4,1,4
QwmeYPBnG0,2,unten,A,A5,1,2
wZRBiD0YZA,1a,oben,L,L1,3,2500
wZRBiD0YZA,1a,oben,L,L2,3,20
wZRBiD0YZA,1a,oben,L,L3,3,25
wZRBiD0YZA,1a,oben,L,L4,3,450000
wZRBiD0YZA,1a,oben,L,L5,3,230
wZRBiD0YZA,1b,unten,A,A1,1,7
wZRBiD0YZA,1b,unten,A,A3,1,5
wZRBiD0YZA,1b,unten,A,A4,1,3
wZRBiD0YZA,1b,unten,A,A5,1,7
wZRBiD0YZA,2,oben,A,A1,2,9
wZRBiD0YZA,2,oben,A,A2,2,5
wZRBiD0YZA,2,oben,A,A3,2,2
wZRBiD0YZA,2,oben,A,A4,2,3
wZRBiD0YZA,2,oben,A,A5,2,4
YR676UI3jz,1a,oben,L,L1,3,175
YR676UI3jz,1a,oben,L,L2,3,5
YR676UI3jz,1a,oben,L,L3,3,4
YR676UI3jz,1a,oben,L,L4,3,7000
YR676UI3jz,1a,oben,L,L5,3,40
YR676UI3jz,1b,oben,A,A1,2,7
YR676UI3jz,1b,oben,A,A2,2,5
YR676UI3jz,1b,oben,A,A3,2,6
YR676UI3jz,1b,oben,A,A4,2,6
YR676UI3jz,1b,oben,A,A5,2,7
YR676UI3jz,2,unten,A,A1,1,2
YR676UI3jz,2,unten,A,A2,1,8
YR676UI3jz,2,unten,A,A3,1,2
YR676UI3jz,2,unten,A,A4,1,4
YR676UI3jz,2,unten,A,A5,1,1
FpHhidXQV2,1a,unten,L,L1,3,1499
FpHhidXQV2,1a,unten,L,L2,3,10
FpHhidXQV2,1a,unten,L,L3,3,12
FpHhidXQV2,1a,unten,L,L4,3,40000
FpHhidXQV2,1a,unten,L,L5,3,250
FpHhidXQV2,1b,unten,A,A1,1,7
FpHhidXQV2,1b,unten,A,A2,1,6
FpHhidXQV2,1b,unten,A,A4,1,5
FpHhidXQV2,1b,unten,A,A5,1,8
FpHhidXQV2,2,oben,L,L1,2,2
FpHhidXQV2,2,oben,L,L2,2,2
FpHhidXQV2,2,oben,L,L3,2,1
FpHhidXQV2,2,oben,L,L4,2,2
FpHhidXQV2,2,oben,L,L5,2,2
UBsMXYuYg9,1a,unten,A,A1,1,5
UBsMXYuYg9,1a,unten,A,A2,1,6
UBsMXYuYg9,1a,unten,A,A3,1,2
UBsMXYuYg9,1a,unten,A,A4,1,10
UBsMXYuYg9,1a,unten,A,A5,1,20
UBsMXYuYg9,1b,unten,L,L1,3,7
UBsMXYuYg9,1b,unten,L,L2,3,7
UBsMXYuYg9,1b,unten,L,L3,3,5
UBsMXYuYg9,1b,unten,L,L4,3,9
UBsMXYuYg9,1b,unten,L,L5,3,8
UBsMXYuYg9,2,oben,L,L1,2,5
UBsMXYuYg9,2,oben,L,L2,2,1
UBsMXYuYg9,2,oben,L,L3,2,1
UBsMXYuYg9,2,oben,L,L4,2,1
UBsMXYuYg9,2,oben,L,L5,2,1
CTbCmRqm0s,1a,unten,A,A1,2,4.95
CTbCmRqm0s,1a,unten,A,A2,2,15.950000000000001
CTbCmRqm0s,1a,unten,A,A3,2,4.95
CTbCmRqm0s,1a,unten,A,A4,2,14.950000000000001
CTbCmRqm0s,1a,unten,A,A5,2,14.950000000000001
CTbCmRqm0s,1b,unten,A,A1,3,4
CTbCmRqm0s,1b,unten,A,A2,3,4
CTbCmRqm0s,1b,unten,A,A3,3,3
CTbCmRqm0s,1b,unten,A,A4,3,5
CTbCmRqm0s,1b,unten,A,A5,3,7
CTbCmRqm0s,2,unten,A,A1,1,7
CTbCmRqm0s,2,unten,A,A2,1,2
CTbCmRqm0s,2,unten,A,A3,1,8
CTbCmRqm0s,2,unten,A,A4,1,2
CTbCmRqm0s,2,unten,A,A5,1,7
3jVEF1xLey,1a,oben,A,A1,2,4.99
3jVEF1xLey,1a,oben,A,A2,2,6.99
3jVEF1xLey,1a,oben,A,A3,2,2.9899999999999998
3jVEF1xLey,1a,oben,A,A4,2,12
3jVEF1xLey,1a,oben,A,A5,2,35
3jVEF1xLey,1b,oben,L,L1,3,9
3jVEF1xLey,1b,oben,L,L2,3,9
3jVEF1xLey,1b,oben,L,L3,3,4
3jVEF1xLey,1b,oben,L,L4,3,9
3jVEF1xLey,1b,oben,L,L5,3,6
3jVEF1xLey,2,oben,A,A1,1,1
3jVEF1xLey,2,oben,A,A2,1,1
3jVEF1xLey,2,oben,A,A3,1,1
3jVEF1xLey,2,oben,A,A4,1,1
3jVEF1xLey,2,oben,A,A5,1,1
POCbzVSDJf,1a,unten,L,L1,1,300
POCbzVSDJf,1a,unten,L,L2,1,40
POCbzVSDJf,1a,unten,L,L3,1,29
POCbzVSDJf,1a,unten,L,L4,1,30000
POCbzVSDJf,1a,unten,L,L5,1,85
POCbzVSDJf,1b,oben,A,A1,2,9
POCbzVSDJf,1b,oben,A,A2,2,7
POCbzVSDJf,1b,oben,A,A3,2,5
POCbzVSDJf,1b,oben,A,A4,2,7
POCbzVSDJf,1b,oben,A,A5,2,5
POCbzVSDJf,2,unten,L,L1,3,1
POCbzVSDJf,2,unten,L,L2,3,1
POCbzVSDJf,2,unten,L,L3,3,1
POCbzVSDJf,2,unten,L,L4,3,1
POCbzVSDJf,2,unten,L,L5,3,1
kd1DOJZEw2,1a,unten,A,A1,1,2.5
kd1DOJZEw2,1a,unten,A,A2,1,10
kd1DOJZEw2,1a,unten,A,A3,1,3
kd1DOJZEw2,1a,unten,A,A4,1,10
kd1DOJZEw2,1a,unten,A,A5,1,40
kd1DOJZEw2,1b,unten,A,A1,3,6
kd1DOJZEw2,1b,unten,A,A2,3,4
kd1DOJZEw2,1b,unten,A,A3,3,2
kd1DOJZEw2,1b,unten,A,A4,3,7
kd1DOJZEw2,1b,unten,A,A5,3,2
kd1DOJZEw2,2,unten,A,A1,2,7
kd1DOJZEw2,2,unten,A,A2,2,9
kd1DOJZEw2,2,unten,A,A3,2,3
kd1DOJZEw2,2,unten,A,A4,2,3
kd1DOJZEw2,2,unten,A,A5,2,1
JJ2laKAge0,1a,oben,A,A1,1,12
JJ2laKAge0,1a,oben,A,A2,1,25
JJ2laKAge0,1a,oben,A,A3,1,3.5
JJ2laKAge0,1a,oben,A,A4,1,25
JJ2laKAge0,1a,oben,A,A5,1,35
JJ2laKAge0,1b,unten,L,L1,3,5
JJ2laKAge0,1b,unten,L,L2,3,2
JJ2laKAge0,1b,unten,L,L3,3,7
JJ2laKAge0,1b,unten,L,L4,3,9
JJ2laKAge0,1b,unten,L,L5,3,7
JJ2laKAge0,2,oben,L,L1,2,2
JJ2laKAge0,2,oben,L,L2,2,1
JJ2laKAge0,2,oben,L,L3,2,1
JJ2laKAge0,2,oben,L,L4,2,2
JJ2laKAge0,2,oben,L,L5,2,4
Nre3V3DJqw,1a,oben,L,L1,1,500
Nre3V3DJqw,1a,oben,L,L2,1,3
Nre3V3DJqw,1a,oben,L,L3,1,10
Nre3V3DJqw,1a,oben,L,L4,1,10000
Nre3V3DJqw,1a,oben,L,L5,1,50
Nre3V3DJqw,1b,unten,A,A1,2,9
Nre3V3DJqw,1b,unten,A,A2,2,9
Nre3V3DJqw,1b,unten,A,A3,2,7
Nre3V3DJqw,1b,unten,A,A4,2,5
Nre3V3DJqw,1b,unten,A,A5,2,4
Nre3V3DJqw,2,oben,L,L1,3,1
Nre3V3DJqw,2,oben,L,L2,3,1
Nre3V3DJqw,2,oben,L,L3,3,1
Nre3V3DJqw,2,oben,L,L4,3,1
Nre3V3DJqw,2,oben,L,L5,3,1
03L6JTiGDv,1a,unten,A,A1,3,8
03L6JTiGDv,1a,unten,A,A2,3,6
03L6JTiGDv,1a,unten,A,A3,3,3.5
03L6JTiGDv,1a,unten,A,A4,3,2.9499999999999997
03L6JTiGDv,1a,unten,A,A5,3,15
03L6JTiGDv,1b,unten,L,L1,2,7
03L6JTiGDv,1b,unten,L,L2,2,1
03L6JTiGDv,1b,unten,L,L3,2,7
03L6JTiGDv,1b,unten,L,L4,2,9
03L6JTiGDv,1b,unten,L,L5,2,9
03L6JTiGDv,2,unten,L,L1,1,1
03L6JTiGDv,2,unten,L,L2,1,3
03L6JTiGDv,2,unten,L,L3,1,1
03L6JTiGDv,2,unten,L,L4,1,3
LnASvg39Wy,1a,unten,L,L1,2,250
LnASvg39Wy,1a,unten,L,L2,2,30
LnASvg39Wy,1a,unten,L,L3,2,30
LnASvg39Wy,1a,unten,L,L4,2,60000
LnASvg39Wy,1a,unten,L,L5,2,75
LnASvg39Wy,1b,oben,L,L1,1,6
LnASvg39Wy,1b,oben,L,L2,1,6
LnASvg39Wy,1b,oben,L,L3,1,9
LnASvg39Wy,1b,oben,L,L4,1,9
LnASvg39Wy,1b,oben,L,L5,1,7
LnASvg39Wy,2,oben,A,A1,3,5
LnASvg39Wy,2,oben,A,A2,3,3
LnASvg39Wy,2,oben,A,A3,3,3
LnASvg39Wy,2,oben,A,A4,3,5
LnASvg39Wy,2,oben,A,A5,3,1
2r7bHHZHgk,1a,oben,A,A1,2,5
2r7bHHZHgk,1a,oben,A,A2,2,5
2r7bHHZHgk,1a,oben,A,A3,2,4
2r7bHHZHgk,1a,oben,A,A4,2,3
2r7bHHZHgk,1a,oben,A,A5,2,30
2r7bHHZHgk,1b,unten,L,L1,3,2
2r7bHHZHgk,1b,unten,L,L2,3,3
2r7bHHZHgk,1b,unten,L,L3,3,4
2r7bHHZHgk,1b,unten,L,L4,3,9
2r7bHHZHgk,1b,unten,L,L5,3,9
2r7bHHZHgk,2,unten,L,L1,1,1
2r7bHHZHgk,2,unten,L,L2,1,1
2r7bHHZHgk,2,unten,L,L3,1,1
2r7bHHZHgk,2,unten,L,L4,1,1
2r7bHHZHgk,2,unten,L,L5,1,1
E0SHPIEpyW,1a,unten,A,A1,3,8
E0SHPIEpyW,1a,unten,A,A2,3,10
E0SHPIEpyW,1a,unten,A,A3,3,2
E0SHPIEpyW,1a,unten,A,A4,3,8
E0SHPIEpyW,1a,unten,A,A5,3,40
E0SHPIEpyW,1b,oben,A,A1,1,7
E0SHPIEpyW,1b,oben,A,A3,1,7
E0SHPIEpyW,1b,oben,A,A4,1,3
E0SHPIEpyW,2,oben,L,L1,2,2
E0SHPIEpyW,2,oben,L,L2,2,4
E0SHPIEpyW,2,oben,L,L3,2,2
E0SHPIEpyW,2,oben,L,L4,2,1
E0SHPIEpyW,2,oben,L,L5,2,4
8hNic1r4Ic,1a,unten,L,L1,2,800
8hNic1r4Ic,1a,unten,L,L2,2,25
8hNic1r4Ic,1a,unten,L,L3,2,5
8hNic1r4Ic,1a,unten,L,L4,2,100000
8hNic1r4Ic,1a,unten,L,L5,2,100
8hNic1r4Ic,1b,unten,A,A1,3,7
8hNic1r4Ic,1b,unten,A,A2,3,5
8hNic1r4Ic,1b,unten,A,A3,3,3
8hNic1r4Ic,1b,unten,A,A4,3,7
8hNic1r4Ic,1b,unten,A,A5,3,6
8hNic1r4Ic,2,oben,A,A1,1,8
8hNic1r4Ic,2,oben,A,A2,1,9
8hNic1r4Ic,2,oben,A,A3,1,7
8hNic1r4Ic,2,oben,A,A4,1,3
8hNic1r4Ic,2,oben,A,A5,1,1
uZfhpyx9j6,1a,oben,A,A1,1,5
uZfhpyx9j6,1a,oben,A,A2,1,20
uZfhpyx9j6,1a,oben,A,A3,1,5
uZfhpyx9j6,1a,oben,A,A4,1,10
uZfhpyx9j6,1a,oben,A,A5,1,40
uZfhpyx9j6,1b,unten,L,L1,3,9
uZfhpyx9j6,1b,unten,L,L2,3,8
uZfhpyx9j6,1b,unten,L,L3,3,9
uZfhpyx9j6,1b,unten,L,L4,3,9
uZfhpyx9j6,1b,unten,L,L5,3,9
uZfhpyx9j6,2,unten,A,A1,2,8
uZfhpyx9j6,2,unten,A,A2,2,8
uZfhpyx9j6,2,unten,A,A3,2,8
uZfhpyx9j6,2,unten,A,A4,2,8
uZfhpyx9j6,2,unten,A,A5,2,1
sCoggMhdQM,1a,oben,L,L1,1,200
sCoggMhdQM,1a,oben,L,L2,1,9.9
sCoggMhdQM,1a,oben,L,L3,1,16.95
sCoggMhdQM,1a,oben,L,L4,1,34500
sCoggMhdQM,1a,oben,L,L5,1,89.9
sCoggMhdQM,1b,oben,L,L1,2,8
sCoggMhdQM,1b,oben,L,L2,2,7
sCoggMhdQM,1b,oben,L,L3,2,3
sCoggMhdQM,1b,oben,L,L4,2,9
sCoggMhdQM,1b,oben,L,L5,2,7
sCoggMhdQM,2,oben,L,L1,3,1
sCoggMhdQM,2,oben,L,L2,3,1
sCoggMhdQM,2,oben,L,L3,3,1
sCoggMhdQM,2,oben,L,L4,3,1
sCoggMhdQM,2,oben,L,L5,3,3
bbMfIxCNXv,1a,unten,A,A1,2,45
bbMfIxCNXv,1a,unten,A,A4,2,12
bbMfIxCNXv,1a,unten,A,A5,2,60
bbMfIxCNXv,1b,unten,A,A1,1,8
bbMfIxCNXv,1b,unten,A,A2,1,3
bbMfIxCNXv,1b,unten,A,A3,1,3
bbMfIxCNXv,1b,unten,A,A4,1,3
bbMfIxCNXv,1b,unten,A,A5,1,7
bbMfIxCNXv,2,unten,A,A1,3,9
bbMfIxCNXv,2,unten,A,A2,3,9
bbMfIxCNXv,2,unten,A,A3,3,8
bbMfIxCNXv,2,unten,A,A4,3,9
bbMfIxCNXv,2,unten,A,A5,3,5
JL60qd1urI,1a,oben,A,A1,2,3.5
JL60qd1urI,1a,oben,A,A2,2,5
JL60qd1urI,1a,oben,A,A3,2,2.5
JL60qd1urI,1a,oben,A,A4,2,6
JL60qd1urI,1a,oben,A,A5,2,30
JL60qd1urI,1b,oben,A,A1,1,9
JL60qd1urI,1b,oben,A,A2,1,6
JL60qd1urI,1b,oben,A,A3,1,4
JL60qd1urI,1b,oben,A,A4,1,9
JL60qd1urI,1b,oben,A,A5,1,8
JL60qd1urI,2,unten,L,L1,3,1
JL60qd1urI,2,unten,L,L2,3,1
JL60qd1urI,2,unten,L,L3,3,1
JL60qd1urI,2,unten,L,L4,3,1
JL60qd1urI,2,unten,L,L5,3,1
rimVS3JDUy,1a,unten,A,A1,2,14
rimVS3JDUy,1a,unten,A,A2,2,20
rimVS3JDUy,1a,unten,A,A3,2,5
rimVS3JDUy,1a,unten,A,A4,2,12
rimVS3JDUy,1a,unten,A,A5,2,25
rimVS3JDUy,1b,unten,L,L1,1,8
rimVS3JDUy,1b,unten,L,L2,1,6
rimVS3JDUy,1b,unten,L,L3,1,7
rimVS3JDUy,1b,unten,L,L4,1,9
rimVS3JDUy,1b,unten,L,L5,1,9
rimVS3JDUy,2,unten,L,L1,3,1
rimVS3JDUy,2,unten,L,L2,3,1
rimVS3JDUy,2,unten,L,L3,3,1
rimVS3JDUy,2,unten,L,L4,3,1
rimVS3JDUy,2,unten,L,L5,3,1
nHhHTkNG4Y,1a,oben,L,L1,1,1600
nHhHTkNG4Y,1a,oben,L,L2,1,20
nHhHTkNG4Y,1a,oben,L,L3,1,20
nHhHTkNG4Y,1a,oben,L,L4,1,70000
nHhHTkNG4Y,1a,oben,L,L5,1,200
nHhHTkNG4Y,1b,oben,A,A1,3,7
nHhHTkNG4Y,1b,oben,A,A2,3,5
nHhHTkNG4Y,1b,oben,A,A3,3,5
nHhHTkNG4Y,1b,oben,A,A4,3,5
nHhHTkNG4Y,2,unten,A,A1,2,5
nHhHTkNG4Y,2,unten,A,A2,2,7
nHhHTkNG4Y,2,unten,A,A3,2,8
nHhHTkNG4Y,2,unten,A,A4,2,1
nHhHTkNG4Y,2,unten,A,A5,2,8
31vzMkXql6,1a,oben,A,A1,2,9.950000000000001
31vzMkXql6,1a,oben,A,A2,2,4.95
31vzMkXql6,1a,oben,A,A3,2,2.9499999999999997
31vzMkXql6,1a,oben,A,A4,2,9.950000000000001
31vzMkXql6,1a,oben,A,A5,2,30
31vzMkXql6,1b,oben,L,L1,3,8
31vzMkXql6,1b,oben,L,L2,3,7
31vzMkXql6,1b,oben,L,L3,3,6
31vzMkXql6,1b,oben,L,L4,3,9
31vzMkXql6,1b,oben,L,L5,3,9
